Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
3-Oct-18,Woensdag,14574,17571,4678,54038,24543,23927,5568,5911.76,14367,25283,13,432,0,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
4-Oct-18,Donderdag,13344,18877,5206,51677,23892,22232,5553,5294.27,13280,23097,15,48,0,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
5-Oct-18,Vrijdag,11316,26935,7487,42245,18424,19402,4419,4476.67,11486,19221,13,618,0,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
6-Oct-18,Zaterdag,5352,24497,7227,28556,9640,15500,3416,2700.07,7420,9786,14,540,0,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
7-Oct-18,Zondag,8815,25034,7523,33335,12608,16431,4296,3915.47,10147,17220,10,504,0,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
8-Oct-18,Maandag,15108,141695,28550,48357,22579,20861,4917,5982.89,14643,25058,10,462,0,Cards,,,,,€ 0,"€ 7,394","€ 7,394"
9-Oct-18,Dinsdag,19105,1082228,203484,68552,31043,30536,6973,5458.37,14730,31064,11,516,0,Cards,,,,,€ 0,"€ 7,394","€ 7,394"
10-Oct-18,Woensdag,14591,21344,5913,59461,25684,27682,6095,5378.38,13809,25063,15,600,0,Cards,,,,,€ 0,"€ 7,394","€ 7,394"
11-Oct-18,Donderdag,12854,36160,8475,51494,21875,24390,5229,5068.76,13386,21760,18,366,0,Cards,,,,,€ 0,"€ 7,394","€ 7,394"
12-Oct-18,Vrijdag,15131,1209223,245629,49755,19555,24774,5426,4655.9,11963,25240,19,540,30,Cards,,,,,€ 0,"€ 7,394","€ 7,394"
13-Oct-18,Zaterdag,6052,25517,7357,28881,8687,16634,3560,3145.61,7633,11266,20,570,0,Cards,,,,,€ 0,€ 283,€ 283
14-Oct-18,Zondag,9472,23738,6818,32194,10882,17343,3969,3709.79,9485,18035,17,486,0,Cards,,,,,€ 0,€ 283,€ 283
15-Oct-18,Maandag,13316,147783,25875,52237,23371,23703,5163,5769.65,13757,23494,16,366,0,Balloons,,,,,€ 0,€ 283,€ 283
16-Oct-18,Dinsdag,13467,1010460,168085,64439,27143,30928,6368,5498.12,13332,23543,15,444,0,Balloons,,,,,€ 0,€ 283,€ 283
17-Oct-18,Woensdag,12494,27200,7092,49706,20783,23959,4964,5704.56,13500,21849,13,324,0,Balloons,,,,,€ 0,€ 283,€ 283
18-Oct-18,Donderdag,11930,18819,5053,54398,23345,25547,5506,5908.2,13072,21490,12,450,0,Balloons,,,,,€ 0,€ 283,€ 283
19-Oct-18,Vrijdag,10575,27551,8014,42965,17968,20536,4461,5092.76,11512,18495,9,522,0,Balloons,,,,,€ 0,€ 283,€ 283
20-Oct-18,Zaterdag,5195,26842,8105,30278,9566,17047,3665,3664.89,8286,10490,9,228,0,Balloons,,,,,€ 0,€ 283,€ 283
21-Oct-18,Zondag,7728,25623,7490,33407,11717,17604,4086,4312.87,9735,16257,12,204,0,Balloons,,,,,€ 0,€ 283,€ 283
22-Oct-18,Maandag,12873,228103,43701,46258,19816,21844,4598,5837.03,13416,23236,11,402,12,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
23-Oct-18,Dinsdag,12839,310846,58657,48981,20672,23599,4710,5506.57,13431,23299,13,6,0,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
24-Oct-18,Woensdag,12657,351875,59907,47670,19154,23680,4836,5436.12,13460,22823,14,180,60,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
25-Oct-18,Donderdag,12212,401278,71206,46587,18301,23589,4697,5675.03,13804,21817,12,6,30,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
26-Oct-18,Vrijdag,11493,25741,7271,42460,16333,21764,4363,5508.96,12901,20949,10,0,366,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
27-Oct-18,Zaterdag,5550,27065,7820,30460,9482,17294,3684,3515.75,8584,10914,7,426,156,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
28-Oct-18,Zondag,8776,27156,8041,34743,11556,18862,4325,4344.19,11069,18338,4,510,0,Multi-cat,"Flowers, Chocolate, Baby&Kids, Beauty, Beverage",,,,€ 0,€ 283,€ 283
29-Oct-18,Maandag,14029,113221,27752,49909,21547,23310,5052,6901.65,15566,24867,4,0,0,Multi-cat,All,,,,€ 0,"€ 5,666","€ 5,666"
30-Oct-18,Dinsdag,15178,1066642,256203,66746,27663,32259,6824,7152.93,16238,27960,6,0,708,Multi-cat,All,,,,€ 0,"€ 5,666","€ 5,666"
31-Oct-18,Woensdag,13211,20460,5794,58545,26125,26545,5875,6502.07,15699,22852,9,378,72,Multi-cat,All,,,,€ 0,"€ 5,666","€ 5,666"
1-Nov-18,Donderdag,12373,21638,6060,49646,20881,23889,4876,6463.42,15237,24068,10,54,384,Multi-cat,All,,,,€ 0,"€ 5,675","€ 5,675"
2-Nov-18,Vrijdag,11978,416462,172094,48377,18296,24837,5244,5543.9,13126,21462,8,426,168,Multi-cat,All,,,,€ 0,"€ 5,675","€ 5,675"
3-Nov-18,Zaterdag,5469,29540,8603,32022,10037,18145,3840,3456.67,8835,11678,4,390,0,Multi-cat,All,,,,€ 0,"€ 5,675","€ 5,675"
4-Nov-18,Zondag,8433,29855,8782,36151,12537,19194,4420,4591.29,11633,17569,6,426,0,Multi-cat,All,,,,€ 0,"€ 5,675","€ 5,675"
5-Nov-18,Maandag,15142,1199996,221767,61740,24527,31124,6089,6956.61,16629,27960,8,144,0,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
6-Nov-18,Dinsdag,13677,54303,13401,64113,27649,30247,6217,7291.13,16364,25473,12,354,0,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
7-Nov-18,Woensdag,13412,20039,5321,71214,32581,31014,7619,6903.71,16064,23330,11,114,90,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
8-Nov-18,Donderdag,12329,48765,11396,53705,23857,24437,5411,6526.11,14799,23521,9,468,0,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
9-Nov-18,Vrijdag,11185,31520,9118,46138,19036,22037,5065,5512.34,12966,21092,9,180,0,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
10-Nov-18,Zaterdag,5542,27972,8022,33295,10792,18571,3932,4179.23,9622,12211,12,6,330,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
11-Nov-18,Zondag,8481,27058,7719,36490,12828,19178,4484,5131.1,11839,17977,11,24,228,Multi-cat,All,,,,€ 0,"€ 6,188","€ 6,188"
12-Nov-18,Maandag,15058,1230205,229870,60139,24666,29187,6286,7093.53,16594,29197,10,12,444,Cards,,,,,€ 0,€ 293,€ 293
13-Nov-18,Dinsdag,12845,28237,8329,48164,20133,23222,4809,6472.44,15302,26007,10,390,24,Cards,,,,,€ 0,€ 293,€ 293
14-Nov-18,Woensdag,13017,20539,5687,45995,19459,21983,4553,6318.1,15310,24503,8,462,0,Cards,,,,,€ 0,€ 293,€ 293
15-Nov-18,Donderdag,12639,143832,28528,44714,19606,20675,4433,5604.36,13997,23787,7,432,0,Cards,,,,,€ 0,€ 293,€ 293
16-Nov-18,Vrijdag,15747,1101665,218616,66201,27994,30782,7425,5287.32,12879,27865,3,120,0,Cards,,,,,€ 0,€ 293,€ 293
17-Nov-18,Zaterdag,6252,27267,7395,32608,11230,17242,4136,3352.86,8324,12135,4,438,0,Cards,,,,,€ 0,€ 293,€ 293
18-Nov-18,Zondag,9880,27006,7601,36618,13644,18302,4672,4214.46,10715,19116,3,420,0,Cards,,,,,€ 0,€ 293,€ 293
19-Nov-18,Maandag,13295,828834,142725,55852,23999,25996,5857,6102.91,14928,30157,5,12,6,Books,,,,,€ 0,€ 293,€ 293
20-Nov-18,Dinsdag,12925,561951,103990,56023,24425,25868,5730,6405.36,14937,28150,3,0,0,Books,,,,,€ 0,€ 293,€ 293
21-Nov-18,Woensdag,12533,20067,5240,50026,22094,22995,4937,6555.04,15386,27616,3,18,30,Books,,,,,€ 0,€ 293,€ 293
22-Nov-18,Donderdag,11650,21986,5844,45053,19985,20573,4495,6329.61,14552,25962,3,12,0,Books,,,,,€ 0,€ 293,€ 293
23-Nov-18,Vrijdag,10261,31770,8905,55528,27090,22701,5737,5329.8,12991,23387,3,120,0,Books,,,,,€ 0,€ 293,€ 293
24-Nov-18,Zaterdag,4300,27533,7591,34616,14232,16392,3992,4163.6,10457,11118,2,0,0,Books,,,,,€ 0,€ 293,€ 293
25-Nov-18,Zondag,8749,148535,26001,43599,17935,20463,5201,4920.19,11979,24155,3,0,0,Books,,,,,€ 0,€ 293,€ 293
26-Nov-18,Maandag,14480,1113736,201757,66158,31097,28627,6434,7055.5,15957,32499,5,0,0,Multi-cat,Chocolate,,,,€ 0,€ 293,€ 293
27-Nov-18,Dinsdag,13506,25698,7476,52843,24319,23405,5119,6922.54,15529,32361,3,0,0,Multi-cat,Chocolate,,,,€ 0,€ 293,€ 293
28-Nov-18,Woensdag,13297,20893,5511,53614,24468,23710,5436,7483.26,16031,34036,6,0,324,Multi-cat,Chocolate,,,,€ 0,€ 293,€ 293
29-Nov-18,Donderdag,12492,20732,5634,57206,27081,24373,5752,8541.7,16327,31891,10,0,672,Multi-cat,Chocolate,,,,€ 0,€ 293,€ 293
30-Nov-18,Vrijdag,11568,27655,7493,56150,26681,23572,5897,7408.8,14292,28769,10,96,0,Multi-cat,Chocolate,,,,€ 0,€ 293,€ 293
1-Dec-18,Zaterdag,5985,25211,7027,37086,14024,18497,4565,5442.24,10330,16466,8,66,432,Multi-cat,Chocolate,Sinterklaas,,,€ 0,€ 283,€ 283
2-Dec-18,Zondag,10008,222058,133735,60299,25772,26982,7545,6343,13041,38310,12,0,672,Multi-cat,Chocolate,Sinterklaas,,,€ 0,€ 283,€ 283
3-Dec-18,Maandag,15388,578593,98315,64394,30751,27390,6253,8920.07,17433,49340,11,78,198,Chocolate,,Sinterklaas,,,€ 0,€ 283,€ 283
4-Dec-18,Dinsdag,14181,553438,87317,58846,25825,27371,5650,8629.84,17128,41000,5,348,24,Chocolate,,Sinterklaas,,,€ 0,€ 283,€ 283
5-Dec-18,Woensdag,12140,19520,5192,50387,22552,22701,5134,7872.47,15233,37497,6,0,282,Chocolate,,,Sinterklaas,,€ 0,€ 283,€ 283
6-Dec-18,Donderdag,12369,21532,5790,49802,22287,22402,5113,7639.07,15475,43773,11,0,360,Chocolate,,,,,€ 0,€ 283,€ 283
7-Dec-18,Vrijdag,12990,1195366,203415,60501,24233,29270,6998,6771.37,15188,43186,10,0,720,Chocolate,,,,,"€ 11,000",€ 283,"€ 11,283"
8-Dec-18,Zaterdag,8007,27978,8003,42921,14731,22544,5646,5346.29,11526,32413,9,0,480,Chocolate,,,,,"€ 11,000",€ 283,"€ 11,283"
9-Dec-18,Zondag,11940,25670,7233,52849,19995,25620,7234,8102.16,16593,49948,8,108,486,Chocolate,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
10-Dec-18,Maandag,17962,1168874,227241,76433,34393,33343,8697,11116.51,22073,71654,6,144,216,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
11-Dec-18,Dinsdag,16719,53095,13347,79267,37223,33415,8629,12361.45,22936,74814,4,162,12,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
12-Dec-18,Woensdag,20387,1162263,261533,86675,36261,40993,9421,12591.63,24440,89631,1,0,0,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
13-Dec-18,Donderdag,18278,21994,6003,75911,33556,33813,8542,12348.38,22899,82153,1,390,0,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
14-Dec-18,Vrijdag,15781,1169514,180804,74833,30637,35137,9059,12733.95,22293,77083,1,384,0,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
15-Dec-18,Zaterdag,10088,27116,7610,59987,21023,30635,8329,9954.65,19125,55267,0,0,42,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
16-Dec-18,Zondag,18822,1162183,182989,123843,51053,56336,16454,18485.92,29247,125377,1,0,240,Cards,,Kerst,,,"€ 11,000",€ 283,"€ 11,283"
17-Dec-18,Maandag,21420,25580,7213,123090,61600,47780,13710,20197.99,33073,105930,6,0,378,Multi-cat,"Flowers, Cards",Kerst,,,"€ 11,000",€ 283,"€ 11,283"
18-Dec-18,Dinsdag,21922,1177771,181898,117628,54548,50062,13018,18708.87,31753,95790,6,120,0,Multi-cat,"Flowers, Cards",Kerst,,,"€ 11,000",€ 283,"€ 11,283"
19-Dec-18,Woensdag,21673,18052,4830,118789,55488,50010,13291,18466.95,32757,93566,7,36,30,Multi-cat,"Flowers, Cards",Kerst,,,"€ 11,000",€ 283,"€ 11,283"
20-Dec-18,Donderdag,23941,1199842,210447,112024,48754,51368,11902,18090.75,32104,86109,8,0,120,Multi-cat,"Flowers, Cards",Kerst,,,"€ 11,000",€ 283,"€ 11,283"
21-Dec-18,Vrijdag,21940,799764,144165,95502,39068,46053,10381,15549.48,28074,74707,10,0,672,Multi-cat,"Flowers, Cards",Kerst,,,"€ 11,000",€ 283,"€ 11,283"
22-Dec-18,Zaterdag,9401,26242,7059,55836,17977,30967,6892,3327.57,9670,28930,10,30,276,Multi-cat,"Flowers, Cards",Kerst,,,€ 0,€ 283,€ 283
23-Dec-18,Zondag,8343,771594,122916,57134,18657,31205,7272,799.02,1746,26495,7,0,756,Multi-cat,"Flowers, Cards",Kerst,,,€ 0,€ 283,€ 283
24-Dec-18,Maandag,5671,33881,10340,44268,15418,24056,4794,324.57,0,16764,6,300,0,Beverage,,Kerst,,,€ 0,€ 283,€ 283
25-Dec-18,Dinsdag,2901,35130,8603,25945,7507,15409,3029,327.01,0,8231,6,132,0,Beverage,,,1e kerstdag,,€ 0,€ 283,€ 283
26-Dec-18,Woensdag,4708,18542,4532,26797,10150,13098,3549,651.06,472,12610,4,0,0,Beverage,,,2e kerstdag,,€ 0,€ 283,€ 283
27-Dec-18,Donderdag,10912,1259520,196724,52015,20390,25913,5712,5966.09,11840,28191,1,126,0,Beverage,,,,,€ 0,€ 283,€ 283
28-Dec-18,Vrijdag,10129,18040,4707,45776,18300,22301,5175,5750.19,12202,26358,2,0,0,Beverage,,,,,€ 0,€ 283,€ 283
29-Dec-18,Zaterdag,6137,23152,7666,34376,11368,18554,4454,2454.67,7591,15650,8,0,66,Beverage,,,,,€ 0,€ 283,€ 283
30-Dec-18,Zondag,6547,25569,8188,38877,12907,20803,5167,2039.98,6155,17149,9,0,312,Beverage,,,,,€ 0,€ 283,€ 283
31-Dec-18,Maandag,4303,28091,8629,59360,15121,37558,6681,0,0,10153,9,18,42,Multi-cat,Beverage,,Oudjaarsdag,,€ 0,€ 283,€ 283
1-Jan-19,Dinsdag,5119,25617,8460,35921,10741,20925,4255,392.51,504,11374,8,66,120,Multi-cat,Beverage,,,Nieuwjaarsdag,€ 0,€ 0,€ 0
2-Jan-19,Woensdag,11660,1207342,261771,52979,22186,25500,5293,6595.75,12751,25750,5,54,24,Multi-cat,Beverage,,,,€ 0,€ 0,€ 0
3-Jan-19,Donderdag,10863,44228,11798,42590,18133,20354,4103,6214.42,12741,22286,4,180,0,Multi-cat,Beverage,,,,€ 0,€ 0,€ 0
4-Jan-19,Vrijdag,10385,21867,7405,38714,15778,18902,4034,4891.02,10776,20073,5,0,0,Multi-cat,Beverage,,,,€ 0,€ 0,€ 0
5-Jan-19,Zaterdag,5649,25486,8574,966,409,442,115,4089.51,9507,12028,7,0,78,Multi-cat,Beverage,,,,€ 0,€ 0,€ 0
6-Jan-19,Zondag,8397,27285,9184,33803,11827,18110,3866,4890.27,11541,19578,6,42,0,Multi-cat,Beverage,,,,€ 0,€ 0,€ 0
7-Jan-19,Maandag,17267,1208884,285308,59749,25145,28532,6072,6819.7,15228,29245,7,0,72,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
8-Jan-19,Dinsdag,13890,48279,13761,49670,20926,23953,4791,6485.89,14768,25726,7,0,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
9-Jan-19,Woensdag,13298,20714,6590,45534,18650,22350,4534,6181.74,14299,25186,5,390,18,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
10-Jan-19,Donderdag,12430,27387,8107,46362,19604,22278,4480,5637.53,13441,22255,3,0,318,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
11-Jan-19,Vrijdag,14237,1236265,267063,51897,20307,25689,5901,5104.91,13014,23432,7,0,336,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
12-Jan-19,Zaterdag,7010,24405,8292,33734,11273,18311,4150,3467.94,9387,14491,8,0,390,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
13-Jan-19,Zondag,10991,24131,8138,39773,14607,20268,4898,4659.24,12479,22516,9,0,402,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
14-Jan-19,Maandag,11792,147594,35910,47284,20550,22180,4554,6185.73,15368,21721,5,288,150,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
15-Jan-19,Dinsdag,12292,1085872,264071,57949,22795,29667,5487,6036.03,15342,22636,6,42,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
16-Jan-19,Woensdag,12537,20395,6760,47409,19375,23317,4717,5916.76,15258,22529,6,0,342,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
17-Jan-19,Donderdag,11957,41153,11244,43607,18091,21360,4156,5271.61,13722,20547,3,102,390,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
18-Jan-19,Vrijdag,10259,27454,9343,39503,15865,19629,4009,4266.88,11761,17275,(0),360,24,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
19-Jan-19,Zaterdag,5357,27193,9211,30050,9430,17185,3435,3091.48,8560,10462,(1),306,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
20-Jan-19,Zondag,8150,27128,9136,33679,11494,18291,3894,3787.44,10530,16421,(3),438,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
21-Jan-19,Maandag,13417,150068,34505,57960,25685,26683,5592,6552.18,15349,23824,(2),450,0,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
22-Jan-19,Dinsdag,14565,1106453,234074,77750,34127,35924,7699,7067.31,16381,24939,(2),12,390,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
23-Jan-19,Woensdag,14016,21297,6837,65876,29325,29922,6629,7175.24,16222,24665,(1),0,0,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
24-Jan-19,Donderdag,13441,21987,6729,63335,28681,28593,6061,6982.6,16123,23682,(2),18,0,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
25-Jan-19,Vrijdag,12900,29292,9640,54694,22317,26953,5424,6424.54,15061,23652,1,0,294,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
26-Jan-19,Zaterdag,6635,29372,10090,39120,12705,22196,4219,4209.26,11056,12589,7,0,252,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
27-Jan-19,Zondag,10082,28141,9606,43719,14194,24574,4951,5432.65,14324,19803,6,48,672,Multi-cat,Flowers,,,,"€ 13,747",€ 0,"€ 13,747"
28-Jan-19,Maandag,17542,1235390,260135,71790,28052,36934,6804,7770.34,19176,29410,4,96,270,Multi-cat,Balloons,,,,"€ 13,747",€ 0,"€ 13,747"
29-Jan-19,Dinsdag,15365,28036,9830,65198,27660,31157,6381,7396.55,18238,26042,2,450,0,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
30-Jan-19,Woensdag,15390,85933,21268,61079,24966,30016,6097,7217.04,19068,25412,1,72,0,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
31-Jan-19,Donderdag,15679,1125109,227921,66540,26027,34052,6461,7047.83,18440,25223,(1),0,0,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
1-Feb-19,Vrijdag,14382,30695,10389,59053,23138,29800,6115,6347.75,16750,23090,1,0,210,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
2-Feb-19,Zaterdag,7921,28531,9914,45339,15479,24666,5194,4305.73,12481,14744,2,12,342,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
3-Feb-19,Zondag,10604,28519,9653,45836,14547,26177,5112,5602.05,14860,20087,2,414,0,Multi-cat,Balloons,,,,€ 0,€ 0,€ 0
4-Feb-19,Maandag,17895,1076499,254842,84588,34741,42168,7679,9535.69,24224,29900,2,0,504,Multi-cat,"Cards, Flowers, Chocolate",,,,€ 0,"€ 6,993","€ 6,993"
5-Feb-19,Dinsdag,17500,31945,12009,76105,28710,41101,6294,9798.66,24357,29206,4,0,18,Multi-cat,"Cards, Flowers, Chocolate",,,,€ 0,"€ 6,993","€ 6,993"
6-Feb-19,Woensdag,18074,24120,7927,73839,27953,39535,6351,10532.86,25579,30224,5,0,1032,Multi-cat,"Cards, Flowers, Chocolate",,,,€ 0,"€ 6,993","€ 6,993"
7-Feb-19,Donderdag,19271,1077562,225618,113963,45133,59111,9719,11420.81,25794,31139,8,300,396,Multi-cat,"Cards, Flowers, Chocolate",,,,€ 0,"€ 6,993","€ 6,993"
8-Feb-19,Vrijdag,17429,31346,10936,97443,41252,47161,9030,10552.72,23696,27222,8,0,360,Multi-cat,"Cards, Flowers, Chocolate",,,,€ 0,"€ 6,993","€ 6,993"
9-Feb-19,Zaterdag,11061,31299,10762,62692,19709,36863,6120,8695.36,19938,18784,9,282,0,Multi-cat,"Cards, Flowers, Chocolate",Valentijnsdag,,,€ 0,"€ 6,993","€ 6,993"
10-Feb-19,Zondag,19586,454051,99436,103241,34841,58090,10310,14426.56,31507,33125,6,12,948,Multi-cat,"Cards, Flowers, Chocolate",Valentijnsdag,,,€ 0,"€ 6,993","€ 6,993"
11-Feb-19,Maandag,35866,645654,144058,143175,52012,81119,10044,29397.16,55643,57397,5,390,54,Multi-cat,"Cards, Flowers, Chocolate",Valentijnsdag,,,€ 0,"€ 6,993","€ 6,993"
12-Feb-19,Dinsdag,43920,448098,102011,155204,49781,95125,10298,35772.63,64502,67587,5,336,0,Multi-cat,"Cards, Flowers, Chocolate",Valentijnsdag,,,€ 0,"€ 6,993","€ 6,993"
13-Feb-19,Woensdag,56253,1484907,299566,193979,57502,124569,11908,38383.81,69022,86197,6,144,0,Multi-cat,"Cards, Flowers, Chocolate",Valentijnsdag,,,€ 0,"€ 6,993","€ 6,993"
14-Feb-19,Donderdag,15055,29779,11191,106717,28484,71812,6421,4591.02,19032,24926,5,522,0,Multi-cat,"Cards, Flowers, Chocolate",,Valentijnsdag,,€ 0,€ 0,€ 0
15-Feb-19,Vrijdag,11448,77609,30686,53979,17606,31752,4621,5820.18,14705,18751,6,522,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
16-Feb-19,Zaterdag,5466,34458,11452,34053,9542,21087,3424,3812.73,9758,9921,6,528,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
17-Feb-19,Zondag,8367,77915,24963,34927,10785,20266,3876,4458.68,11166,15746,7,516,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
18-Feb-19,Maandag,14060,112567,29114,61854,27603,28518,5733,6548.55,16065,25330,7,534,24,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
19-Feb-19,Dinsdag,16169,1106549,268636,70283,30364,33154,6765,5813.44,15860,31719,7,294,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
20-Feb-19,Woensdag,14980,43845,15830,68740,28188,34099,6453,5947.34,15899,28836,8,366,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
21-Feb-19,Donderdag,13858,30635,10160,53013,22013,26014,4986,5826.81,15297,26442,8,24,276,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
22-Feb-19,Vrijdag,12822,33365,11025,46565,18034,23971,4560,5851.68,13978,23440,9,0,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
23-Feb-19,Zaterdag,5998,29143,9840,31996,9866,18507,3623,3688.93,9275,12162,7,552,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
24-Feb-19,Zondag,9244,31597,10426,34575,11217,19455,3903,4250.24,11272,19154,6,558,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
25-Feb-19,Maandag,19287,1236527,260785,58701,23934,28877,5890,6531.78,16113,38170,7,558,0,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
26-Feb-19,Dinsdag,13804,35876,12362,48461,19709,24187,4565,6341.54,15147,22946,8,570,0,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
27-Feb-19,Woensdag,14183,23735,7519,47076,18837,23814,4425,6861.17,15453,25395,10,582,0,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
28-Feb-19,Donderdag,15959,1235292,257250,60377,22099,32390,5888,7151.43,16838,26005,8,204,180,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
1-Mar-19,Vrijdag,12124,34855,11520,45468,16717,24216,4535,6521.8,14642,19954,6,0,30,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
2-Mar-19,Zaterdag,5708,26879,8839,30745,8792,18421,3532,3938.12,9375,10845,8,144,12,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
3-Mar-19,Zondag,8943,29560,9684,35791,11571,20097,4123,5490.92,12708,18419,11,0,492,Multi-cat,"Balloons, Cards, Books, Other ",,,,€ 0,€ 0,€ 0
4-Mar-19,Maandag,13309,114865,28347,56884,24675,26761,5448,7441.13,16474,24015,9,300,114,Beauty,,,,,€ 0,€ 0,€ 0
5-Mar-19,Dinsdag,14443,1156939,267073,64076,23897,34190,5989,7242.39,17137,25866,8,504,48,Beauty,,,,,€ 0,€ 0,€ 0
6-Mar-19,Woensdag,14315,22151,6983,52835,20339,27557,4939,7954.71,17980,25753,10,0,204,Beauty,,,,,€ 0,€ 0,€ 0
7-Mar-19,Donderdag,13663,23553,7389,48883,18993,25284,4606,7116.94,16866,25422,9,342,492,Beauty,,,,,€ 0,€ 0,€ 0
8-Mar-19,Vrijdag,11954,30265,10266,44628,16688,23753,4187,5993.03,14813,21158,8,342,204,Beauty,,,,,€ 0,€ 0,€ 0
9-Mar-19,Zaterdag,6183,28598,9498,32944,9554,19713,3677,4292.26,10542,12045,9,150,246,Beauty,,,,,€ 0,€ 0,€ 0
10-Mar-19,Zondag,9943,29414,9947,39592,13094,21953,4545,5456.71,13807,22398,6,12,768,Beauty,,,,,€ 0,€ 0,€ 0
11-Mar-19,Maandag,23822,1232429,269180,74136,29965,36646,7525,7289.49,18623,39427,5,252,126,Multi-cat,Personalized,,,,€ 0,€ 0,€ 0
