Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,Traffic Total,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Order volumes total,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Marketing_campagne_cat,Multi-cat_type,Spc dag pos aanloop,Spc dag pos,Spc dag neg,TV,Radio,ATL - Media
24-Apr-18,Dinsdag,12526,26576,8128,59168,28194,24790,6184,6950.67,14845,23932,13,30,18,Multi-cat,"Cards, Beverage, Cake",,,,€ 0,€ 0,€ 0
25-Apr-18,Woensdag,13131,1218599,259728,58548,26852,25493,6203,7181.64,15245,24548,12,312,120,Multi-cat,"Cards, Beverage, Cake",,,,€ 0,€ 0,€ 0
26-Apr-18,Donderdag,9401,20478,5458,38142,17510,16503,4129,5297.72,11027,18231,10,564,84,Multi-cat,"Cards, Beverage, Cake",,,,€ 0,€ 0,€ 0
27-Apr-18,Vrijdag,5214,30505,9395,24798,9572,11846,3380,3710.17,7602,10550,10,186,12,Multi-cat,Flowers,,,Koninginnedag/Koningsdag,€ 0,€ 0,€ 0
28-Apr-18,Zaterdag,5182,24843,7347,27067,9666,13759,3642,4182.96,8648,11740,12,96,12,Multi-cat,Flowers,,,,€ 0,€ 0,€ 0
29-Apr-18,Zondag,8214,25572,7877,33345,12471,16370,4504,4974.28,11579,18148,9,24,420,Multi-cat,Flowers,,,,€ 0,€ 0,€ 0
30-Apr-18,Maandag,14690,1200772,218337,58016,24021,27752,6243,7201.53,16110,29044,10,54,786,Multi-cat,Flowers,,,,€ 0,€ 0,€ 0
1-May-18,Dinsdag,12553,26843,8303,55188,26031,23373,5784,7280.27,15160,23671,8,486,498,Multi-cat,Flowers,,,,€ 0,€ 0,€ 0
2-May-18,Woensdag,11291,17566,4717,51068,23890,22021,5157,6797.9,14416,22669,11,672,84,Multi-cat,Flowers,,,,€ 0,€ 0,€ 0
3-May-18,Donderdag,12867,1892262,313982,58899,25720,27197,5982,6016.82,12927,22683,10,828,0,Multi-cat,Flowers,,,,"€ 8,767",€ 0,"€ 8,767"
4-May-18,Vrijdag,9906,29380,8602,43889,19721,19611,4557,4989.98,11358,17657,12,828,0,Multi-cat,Flowers,,,,"€ 8,767",€ 0,"€ 8,767"
5-May-18,Zaterdag,4796,24502,6695,29143,10495,15316,3332,3780.41,7898,9440,15,840,0,Multi-cat,Flowers,,,Bevrijdingsdag,"€ 8,767",€ 0,"€ 8,767"
6-May-18,Zondag,7489,24311,6546,31480,11322,16344,3814,4347.02,10136,15355,17,840,0,Multi-cat,Flowers,,,,"€ 8,767","€ 4,798","€ 13,565"
7-May-18,Maandag,16107,1201856,223651,92223,43314,40055,8854,8902.82,17686,29551,18,852,0,Multi-cat,Flowers,Moederdag,,,"€ 8,767","€ 8,438","€ 17,205"
8-May-18,Dinsdag,15473,23107,5737,79726,39121,33310,7295,10103.25,19839,29280,19,852,0,Multi-cat,Flowers,Moederdag,,,"€ 8,767","€ 9,927","€ 18,694"
9-May-18,Woensdag,17040,1554325,220086,90653,40079,42377,8197,12459.12,21659,30359,18,798,0,Multi-cat,Flowers,Moederdag,,,"€ 8,767","€ 11,581","€ 20,348"
10-May-18,Donderdag,18966,19921,5030,101134,43917,46830,10387,16682.35,25691,34971,12,354,144,Multi-cat,Flowers,Moederdag,,Hemelvaart,"€ 8,767","€ 12,574","€ 21,341"
11-May-18,Vrijdag,24977,1180091,192378,103540,39878,54799,8863,21136.33,32838,43348,12,756,0,Multi-cat,Flowers,Moederdag,,,"€ 8,767","€ 11,581","€ 20,348"
12-May-18,Zaterdag,19162,1158869,205577,96024,23950,64333,7741,24469.39,33205,35522,17,408,0,Multi-cat,Flowers,Moederdag,,,€ 0,€ 0,€ 0
13-May-18,Zondag,10331,172561,99396,67983,18518,42997,6468,11023.34,17757,22147,13,0,276,Multi-cat,Flowers,,Moederdag,,€ 0,€ 0,€ 0
14-May-18,Maandag,12421,37829,11224,48709,22831,21280,4598,6823.99,14219,23526,19,612,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
15-May-18,Dinsdag,11440,41718,14320,44690,20452,19732,4506,6242.89,13439,22087,19,858,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
16-May-18,Woensdag,13505,1221223,290110,56003,24593,25204,6206,6924.66,14684,26106,15,282,18,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
17-May-18,Donderdag,11451,18845,5991,43656,19911,19034,4711,6516.4,13647,20851,11,702,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
18-May-18,Vrijdag,10144,20307,6462,38483,16775,17359,4349,5664.97,11932,18467,11,288,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
19-May-18,Zaterdag,3925,18420,5800,26700,9997,13300,3403,1944.35,6434,8251,11,6,0,Multi-cat,Chocolate,,,,€ 0,€ 0,€ 0
20-May-18,Zondag,4219,19766,6061,19757,7087,10033,2637,2057.17,6005,9538,15,762,0,Multi-cat,Chocolate,,,1e Pinksterdag,€ 0,€ 0,€ 0
21-May-18,Maandag,8006,21508,6832,26353,10415,12544,3394,2560.08,8370,16868,19,690,0,Multi-cat,Cards,,,2e Pinksterdag,€ 0,€ 0,€ 0
22-May-18,Dinsdag,16191,1222728,281890,56865,26279,24366,6220,5673.97,13703,28951,18,210,36,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
23-May-18,Woensdag,14390,17476,5705,48191,22030,20858,5303,6927.47,14567,26880,19,174,66,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
24-May-18,Donderdag,13123,15633,4815,58452,28423,24152,5877,6773.11,14253,23398,18,186,42,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
25-May-18,Vrijdag,14122,1205367,276957,51221,21647,23807,5767,5603.1,11813,24354,21,630,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
26-May-18,Zaterdag,5590,23961,7571,28493,9867,14950,3676,3573.23,7447,12074,23,714,0,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
27-May-18,Zondag,9213,21777,7250,31982,12584,15246,4152,4495.71,10083,19868,20,186,114,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
28-May-18,Maandag,14423,1220436,369195,71207,31379,32284,7544,7521.26,14314,25496,23,696,18,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
29-May-18,Dinsdag,12970,18085,6592,64164,32903,24771,6490,7364.73,14110,25324,22,480,192,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
30-May-18,Woensdag,13063,10263,3192,57311,27760,23476,6075,7827.26,14662,24000,22,516,12,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
31-May-18,Donderdag,13094,9408,2457,68261,34816,26438,7007,7134.92,14712,23976,20,462,54,Multi-cat,Cards,,,,€ 0,€ 0,€ 0
1-Jun-18,Vrijdag,11808,13397,3612,59145,28170,24733,6242,6907.08,13910,21046,18,72,90,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
2-Jun-18,Zaterdag,5616,14406,3780,34955,13258,17452,4245,5057.28,10104,12718,17,6,90,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
3-Jun-18,Zondag,7961,14727,4116,33745,13398,16348,3999,5417.1,11064,18700,19,276,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
4-Jun-18,Maandag,22918,916806,174510,72656,34495,30391,7770,8695.58,16752,42855,18,294,0,Multi-cat,Mannen Producten,,,,€ 0,€ 293,€ 293
5-Jun-18,Dinsdag,12094,9749,2329,51247,23962,22306,4979,8230.84,15768,23276,17,474,0,Multi-cat,Mannen Producten,,,,€ 0,€ 293,€ 293
6-Jun-18,Woensdag,11800,15826,4024,44866,19776,20577,4513,7404.89,14712,22682,20,852,0,Multi-cat,Mannen Producten,,,,€ 0,€ 293,€ 293
7-Jun-18,Donderdag,14403,1208733,232152,61026,25053,29730,6243,6974.67,14466,26050,22,876,0,Multi-cat,Mannen Producten,,,,€ 0,"€ 7,581","€ 7,581"
8-Jun-18,Vrijdag,10888,20755,5813,45155,19263,20970,4922,6735.04,13851,19711,19,0,216,Multi-cat,Mannen Producten,,,,€ 0,"€ 6,366","€ 6,366"
9-Jun-18,Zaterdag,4054,15106,4085,20975,7375,11154,2446,3185.64,7057,8957,20,522,0,Multi-cat,Mannen Producten,,,,€ 0,"€ 5,152","€ 5,152"
10-Jun-18,Zondag,8666,20685,5699,35224,13048,18010,4166,4779.91,11274,19246,18,588,0,Multi-cat,Mannen Producten,,,,€ 0,"€ 5,354","€ 5,354"
11-Jun-18,Maandag,4250,1196697,213691,34273,15811,15537,2925,3037.25,6041,7692,17,768,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",,,,€ 0,"€ 8,188","€ 8,188"
12-Jun-18,Dinsdag,5,4916,1520,592,107,392,93,1145.23,1025,24,15,36,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",Vaderdag,,,€ 0,"€ 3,532","€ 3,532"
13-Jun-18,Woensdag,27942,1189590,232539,107193,45592,50810,10791,7979.13,14943,44908,15,330,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",Vaderdag,,,€ 0,"€ 7,783","€ 7,783"
14-Jun-18,Donderdag,22283,15456,4320,133929,64611,56457,12861,11124.15,25082,38352,16,192,72,Multi-cat,"Cards, Beverage, Balloons, Flowers",Vaderdag,,,€ 0,"€ 13,655","€ 13,655"
15-Jun-18,Vrijdag,22198,1185126,196483,89384,37219,43999,8166,11639.7,19314,37025,19,498,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",Vaderdag,,,€ 0,"€ 11,023","€ 11,023"
16-Jun-18,Zaterdag,12267,1175305,186524,71216,22160,42573,6483,11934.74,20704,22944,18,192,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",Vaderdag,,,€ 0,"€ 9,605","€ 9,605"
17-Jun-18,Zondag,9606,158292,99224,53867,17365,30842,5660,7915.23,15965,19832,16,24,0,Multi-cat,"Cards, Beverage, Balloons, Flowers",,Vaderdag,,€ 0,€ 293,€ 293
18-Jun-18,Maandag,14189,13291,3634,51752,24321,22262,5169,10217.17,17630,26684,17,126,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
19-Jun-18,Dinsdag,16814,1211246,212182,63023,28843,27475,6705,8887.29,16666,28051,18,6,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
20-Jun-18,Woensdag,14380,12339,3185,49042,21938,22035,5069,8783.75,15982,26253,19,456,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
21-Jun-18,Donderdag,13554,12871,3348,47308,21236,21050,5022,9367.23,16212,25237,14,486,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
22-Jun-18,Vrijdag,15975,1210724,255946,54357,22422,25691,6244,8464.68,15891,27291,13,90,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
23-Jun-18,Zaterdag,6334,13460,3682,31304,10452,16859,3993,5545.78,10100,12714,15,294,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
24-Jun-18,Zondag,10801,14204,3858,36526,14415,17347,4764,6318.41,12489,22680,15,42,0,Multi-cat,Cards,,,,€ 0,€ 293,€ 293
25-Jun-18,Maandag,14575,1210210,277352,69919,31355,31658,6906,9496.04,17193,29392,17,576,0,Multi-cat,Flowers,,,,€ 0,"€ 6,740","€ 6,740"
26-Jun-18,Dinsdag,13372,19726,5907,80087,38153,33857,8077,9169.52,16216,25267,16,750,0,Multi-cat,Flowers,,,,€ 0,"€ 6,550","€ 6,550"
27-Jun-18,Woensdag,13198,52897,20620,67213,32463,28122,6628,9148.96,16037,25606,18,750,0,Multi-cat,Flowers,,,,€ 0,"€ 5,223","€ 5,223"
28-Jun-18,Donderdag,11787,14277,3585,52551,24544,22953,5054,7848.15,14217,21771,21,870,0,Multi-cat,Flowers,,,,€ 0,"€ 5,602","€ 5,602"
29-Jun-18,Vrijdag,12623,1215473,236654,57547,24645,27068,5834,7478.39,13378,22438,20,918,0,Multi-cat,Flowers,,,,€ 0,"€ 6,171","€ 6,171"
30-Jun-18,Zaterdag,5115,17850,4470,32932,11143,17999,3790,4268.68,8528,10342,21,864,0,Multi-cat,Flowers,,,,€ 0,"€ 5,791","€ 5,791"
1-Jul-18,Zondag,8078,18142,4905,32558,12614,15991,3953,4993.42,10180,16939,21,918,0,Multi-cat,Flowers,,,,€ 0,"€ 5,403","€ 5,403"
2-Jul-18,Maandag,14539,1300220,241736,58540,25033,27561,5946,8405.89,16421,27892,21,918,0,Multi-cat,,,,,€ 0,€ 283,€ 283
3-Jul-18,Dinsdag,12787,18952,5277,46398,21775,20084,4539,5669.31,10107,24753,20,918,0,Multi-cat,,,,,€ 0,€ 283,€ 283
4-Jul-18,Woensdag,12815,21141,5145,48919,22580,21347,4992,7865.8,15009,25639,19,714,0,Multi-cat,,,,,€ 0,€ 283,€ 283
5-Jul-18,Donderdag,12373,14507,4319,44842,20108,20207,4527,7939.74,15303,24463,19,804,0,Multi-cat,,,,,€ 0,€ 283,€ 283
6-Jul-18,Vrijdag,11082,18432,4924,40263,16771,19064,4428,6881.73,13364,20646,20,384,0,Multi-cat,,,,,€ 0,€ 283,€ 283
7-Jul-18,Zaterdag,4998,16835,4580,27773,9025,15361,3387,4740.33,9088,11338,18,714,0,Multi-cat,,,,,€ 0,€ 283,€ 283
8-Jul-18,Zondag,7517,98351,18183,29146,10681,14778,3687,5048.7,10514,18288,19,888,0,Multi-cat,,,,,€ 0,€ 283,€ 283
9-Jul-18,Maandag,13984,1125404,202769,52066,23904,22677,5485,8306.91,15759,29746,18,132,0,Cards,,,,,€ 0,€ 283,€ 283
10-Jul-18,Dinsdag,13274,19038,5612,55089,26647,22697,5745,8784.38,15936,28419,16,252,24,Cards,,,,,€ 0,€ 283,€ 283
11-Jul-18,Woensdag,12368,11273,2739,46546,21315,20531,4700,7392.09,14107,27761,18,474,0,Cards,,,,,€ 0,€ 283,€ 283
12-Jul-18,Donderdag,11232,12366,3178,45833,22424,18798,4611,6556.4,12667,24088,19,684,0,Cards,,,,,€ 0,€ 283,€ 283
13-Jul-18,Vrijdag,10099,19654,5149,36718,16352,16400,3966,6257.62,11574,21065,19,666,0,Cards,,,,,€ 0,€ 283,€ 283
14-Jul-18,Zaterdag,4696,16789,4174,24975,8649,13284,3042,3992.91,7535,10748,19,888,0,Cards,,,,,€ 0,€ 283,€ 283
15-Jul-18,Zondag,6609,17668,4780,25630,9531,12882,3217,4122.15,8321,15791,21,840,0,Cards,,,,,€ 0,€ 283,€ 283
16-Jul-18,Maandag,11541,18605,4893,38443,18248,16212,3983,6423.77,12602,24474,23,822,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
17-Jul-18,Dinsdag,12306,1211199,197359,50344,21956,23004,5384,6675.17,12716,23605,20,762,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
18-Jul-18,Woensdag,10932,11080,2700,39814,17571,18046,4197,6574.59,12443,20493,19,588,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
19-Jul-18,Donderdag,10663,12960,3217,39292,17250,17934,4108,6311.21,12064,19871,20,588,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
20-Jul-18,Vrijdag,15258,1212352,183540,46199,18498,22335,5366,5918.24,11289,25962,19,744,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
21-Jul-18,Zaterdag,4819,17386,4574,24484,7758,13755,2971,3527.27,7244,9705,21,846,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
22-Jul-18,Zondag,6570,17977,4779,25182,8587,13420,3175,4119.49,8428,14951,21,648,0,Multi-cat,"Flowers, Beverage, Balloons, Beauty",,,,€ 0,€ 283,€ 283
23-Jul-18,Maandag,11937,1221309,227552,49722,21654,22809,5259,6126.19,11902,22837,23,882,0,Beverage,,,,,€ 0,€ 283,€ 283
24-Jul-18,Dinsdag,10794,20304,5679,49680,24303,20404,4973,5415.27,10839,21468,25,606,0,Beverage,,,,,€ 0,€ 283,€ 283
25-Jul-18,Woensdag,10853,11789,2831,53734,25234,22865,5635,5536.86,10904,20787,24,456,0,Beverage,,,,,€ 0,€ 283,€ 283
26-Jul-18,Donderdag,10157,14949,3515,51353,26310,20062,4981,5526.34,10287,19778,28,708,0,Beverage,,,,,€ 0,€ 283,€ 283
27-Jul-18,Vrijdag,10613,1195053,184877,47672,20192,22490,4990,4485.3,9495,19085,30,792,0,Beverage,,,,,€ 0,€ 283,€ 283
28-Jul-18,Zaterdag,5534,16926,4506,31329,11630,15970,3729,3642.88,7576,11562,20,426,120,Beverage,,,,,€ 0,€ 283,€ 283
29-Jul-18,Zondag,7849,16278,4309,31912,11546,16390,3976,4315.11,9137,16495,21,264,0,Beverage,,,,,€ 0,€ 283,€ 283
30-Jul-18,Maandag,15422,1213689,199978,51897,21763,24581,5553,6286.52,13606,27948,24,558,0,Cards,,,,,€ 0,€ 283,€ 283
31-Jul-18,Dinsdag,12577,19661,5476,45878,20435,20715,4728,6147.7,12970,23717,21,552,0,Cards,,,,,€ 0,€ 283,€ 283
1-Aug-18,Woensdag,12030,11967,2797,43235,18253,20626,4356,5967.02,12466,22565,20,618,0,Cards,,,,,€ 0,€ 283,€ 283
2-Aug-18,Donderdag,11290,13674,3431,38371,16434,17922,4015,5768.39,11652,20153,23,798,0,Cards,,,,,€ 0,€ 283,€ 283
3-Aug-18,Vrijdag,13201,1219716,229284,43690,16860,21844,4986,5103.05,10373,22785,24,798,0,Cards,,,,,€ 0,€ 283,€ 283
4-Aug-18,Zaterdag,5939,17980,4850,26962,8495,15079,3388,3627.32,7288,12200,22,588,0,Cards,,,,,€ 0,€ 283,€ 283
5-Aug-18,Zondag,8019,18501,4991,27665,9810,14442,3413,4063.56,8372,17974,21,744,0,Cards,,,,,€ 0,€ 283,€ 283
6-Aug-18,Maandag,11856,1217376,234675,45269,18643,21953,4673,6171.85,12086,21469,23,840,0,Flowers,,,,,€ 0,€ 283,€ 283
7-Aug-18,Dinsdag,10999,20903,5867,45240,19941,20607,4692,5697.43,11592,21056,26,654,48,Flowers,,,,,€ 0,€ 283,€ 283
8-Aug-18,Woensdag,10677,10974,2524,53543,25300,22714,5529,5820.72,11967,20404,20,252,114,Flowers,,,,,€ 0,€ 283,€ 283
9-Aug-18,Donderdag,10823,13755,3356,41671,18395,18732,4544,5657.72,12040,20240,17,186,270,Flowers,,,,,€ 0,€ 283,€ 283
10-Aug-18,Vrijdag,10657,1221772,229744,44330,17112,22390,4828,5044.89,11186,20141,17,474,300,Flowers,,,,,€ 0,€ 283,€ 283
11-Aug-18,Zaterdag,5245,17864,4762,29935,10045,16164,3726,3902.32,8004,10311,16,654,36,Flowers,,,,,€ 0,€ 283,€ 283
12-Aug-18,Zondag,6946,19903,5680,29417,10470,15249,3698,4194.47,9233,15533,20,174,0,Flowers,,,,,€ 0,€ 283,€ 283
13-Aug-18,Maandag,12787,423358,70949,46613,20497,21218,4898,6567.92,13804,25876,19,156,150,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
14-Aug-18,Dinsdag,12473,814066,137626,49097,20919,23118,5060,6193.53,12893,23252,19,372,36,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
15-Aug-18,Woensdag,10705,11753,2983,41907,17875,19612,4420,5380.61,12563,20604,20,90,0,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
16-Aug-18,Donderdag,11131,14663,3771,41561,18544,18647,4370,4980.57,11975,21872,18,474,48,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
17-Aug-18,Vrijdag,10218,20292,5569,37323,15659,17636,4028,4509.11,10854,18191,17,534,162,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
18-Aug-18,Zaterdag,5463,20279,5998,28608,9168,15808,3632,3435.89,7942,10414,18,288,0,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
19-Aug-18,Zondag,7563,21096,6318,29148,10549,14976,3623,4017.59,9375,16887,19,12,0,Multi-cat,Personalized,,,,€ 0,€ 283,€ 283
20-Aug-18,Maandag,13468,426108,76979,44932,19699,20558,4675,6198.94,13390,28511,20,216,0,Cards,,,,,€ 0,€ 283,€ 283
21-Aug-18,Dinsdag,14419,818858,151683,62755,28378,27672,6705,6416.4,13779,30531,20,348,0,Cards,,,,,€ 0,€ 283,€ 283
22-Aug-18,Woensdag,12602,14505,3937,48674,22360,21310,5004,6522.48,13311,25547,20,612,0,Cards,,,,,€ 0,€ 283,€ 283
23-Aug-18,Donderdag,12592,17565,4924,47885,21798,21107,4980,6581.44,13768,26171,18,42,54,Cards,,,,,€ 0,€ 283,€ 283
24-Aug-18,Vrijdag,14382,1179702,232180,53975,22801,25146,6028,6208.97,13198,29709,16,504,132,Cards,,,,,€ 0,€ 283,€ 283
25-Aug-18,Zaterdag,6721,22033,6125,34766,12391,17860,4515,4148.61,9075,15579,13,402,432,Cards,,,,,€ 0,€ 283,€ 283
26-Aug-18,Zondag,9745,22059,6377,33492,12827,16316,4349,4209.2,10248,23095,15,366,132,Cards,,,,,€ 0,€ 283,€ 283
27-Aug-18,Maandag,13664,410564,69076,60125,28649,25299,6177,6413.04,14143,25599,17,54,54,Flowers,,,,,€ 0,"€ 4,618","€ 4,618"
28-Aug-18,Dinsdag,14038,803836,138959,74525,34867,32452,7206,7165.22,15366,26746,17,258,0,Flowers,,,,,€ 0,"€ 4,618","€ 4,618"
29-Aug-18,Woensdag,13759,18028,5216,53469,23930,24051,5488,7755.35,15816,25931,15,120,222,Flowers,,,,,€ 0,"€ 4,618","€ 4,618"
30-Aug-18,Donderdag,13328,18327,5047,72269,34445,30504,7320,7384.46,14500,25149,15,564,0,Flowers,,,,,€ 0,"€ 4,618","€ 4,618"
31-Aug-18,Vrijdag,12006,25288,7102,50301,22771,22316,5214,7694.21,13305,22115,12,126,0,Flowers,,,,,€ 0,"€ 4,618","€ 4,618"
1-Sep-18,Zaterdag,5591,21454,5907,32220,11125,17384,3711,4410.38,8693,12602,14,624,0,Flowers,,,,,€ 0,"€ 4,627","€ 4,627"
2-Sep-18,Zondag,8289,23293,6506,33112,12452,16852,3808,5061.48,10423,17294,16,606,0,Flowers,,,,,€ 0,"€ 4,627","€ 4,627"
3-Sep-18,Maandag,14973,1489850,289738,59994,26927,27454,5613,8789.1,15333,27689,19,96,0,Flowers,,,,,€ 0,"€ 4,627","€ 4,627"
4-Sep-18,Dinsdag,12687,167265,38474,50275,22305,23244,4726,7789.68,14419,24466,21,216,0,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
5-Sep-18,Woensdag,13394,16109,4532,49221,22274,22090,4857,7702.36,15318,26348,19,198,102,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
6-Sep-18,Donderdag,14133,1196461,194556,61180,25312,29771,6097,7825.66,15727,25620,17,60,216,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
7-Sep-18,Vrijdag,11582,24358,6668,45063,18454,21882,4727,6447.34,13566,21508,15,510,216,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
8-Sep-18,Zaterdag,5390,21723,5892,31468,10015,17752,3701,4143.38,9147,10800,15,240,0,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
9-Sep-18,Zondag,8572,21903,6212,34674,12451,18185,4038,5285.59,11327,17703,18,330,0,Balloons,,,,,€ 0,"€ 9,278","€ 9,278"
10-Sep-18,Maandag,13169,20747,5987,45746,20956,20386,4404,7817.71,15417,24582,17,54,0,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
11-Sep-18,Dinsdag,12663,22890,6395,45771,20845,20593,4333,7833.87,15052,24965,19,120,0,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
12-Sep-18,Woensdag,12840,16654,4511,45068,19920,20665,4483,7619.47,15159,24422,15,12,54,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
13-Sep-18,Donderdag,13538,1196139,201342,55818,22529,27946,5343,7573.34,14777,24788,13,696,0,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
14-Sep-18,Vrijdag,11041,24675,6496,41576,17155,20185,4236,6435.5,13214,19195,14,456,0,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
15-Sep-18,Zaterdag,4895,21715,5722,30855,10213,16990,3652,4113.44,9004,9772,15,366,24,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
16-Sep-18,Zondag,7841,22070,5976,31696,11384,16600,3712,4525.71,10962,17480,15,306,0,Multi-cat,"Cake, Chocolate",,,,€ 0,€ 293,€ 293
17-Sep-18,Maandag,14631,341307,58889,51705,23886,22683,5136,7841.53,15714,26327,15,624,0,Cards,,,,,€ 0,€ 293,€ 293
18-Sep-18,Dinsdag,15060,806388,135329,53875,23888,24656,5331,7469.55,15215,26738,19,684,0,Cards,,,,,€ 0,€ 293,€ 293
19-Sep-18,Woensdag,13118,24165,9864,46781,20465,21525,4791,7797.01,15755,24026,19,492,0,Cards,,,,,€ 0,€ 293,€ 293
20-Sep-18,Donderdag,12644,17996,4862,44895,20052,20435,4408,7171.94,14959,22322,20,444,0,Cards,,,,,€ 0,€ 293,€ 293
21-Sep-18,Vrijdag,14104,588782,95134,47739,19988,22512,5239,6749.5,14078,24712,15,306,174,Cards,,,,,€ 0,€ 293,€ 293
22-Sep-18,Zaterdag,6409,13775,3999,31219,10595,16898,3726,3963.2,9075,13795,12,96,432,Cards,,,,,€ 0,€ 293,€ 293
23-Sep-18,Zondag,11466,536114,87256,39186,14470,19658,5058,4924.67,11694,24721,10,24,540,Cards,,,,,€ 0,€ 293,€ 293
24-Sep-18,Maandag,13966,324729,58220,69462,34890,27555,7017,6336.55,14955,25750,10,546,18,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",,,,€ 0,€ 293,€ 293
25-Sep-18,Dinsdag,13464,818376,144607,64999,31655,27236,6108,6159,14544,24877,9,612,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",,,,€ 0,€ 293,€ 293
26-Sep-18,Woensdag,13620,39796,8821,58751,27807,25242,5702,6504.33,14852,26047,12,558,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",Broer en zussen dag,,,€ 0,€ 293,€ 293
27-Sep-18,Donderdag,12515,19915,5226,46953,21825,20790,4338,5874.64,13910,23005,13,648,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",Broer en zussen dag,,,€ 0,€ 293,€ 293
28-Sep-18,Vrijdag,11802,27851,7857,42644,18875,19504,4265,4561.61,10418,19938,11,438,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",Broer en zussen dag,,,€ 0,€ 293,€ 293
29-Sep-18,Zaterdag,5347,24165,6663,664,243,354,67,3239.82,7527,10156,8,618,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",Broer en zussen dag,,,€ 0,€ 293,€ 293
30-Sep-18,Zondag,8474,24090,6898,33476,11868,17656,3952,4193.96,10040,16623,10,498,0,Multi-cat,"Balloons, Flowers, Mugs, Chocolate",,Broer en zussen dag,,€ 0,€ 293,€ 293
1-Oct-18,Maandag,14386,413837,70604,49394,22341,22210,4843,7001.67,15548,24819,10,444,186,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
2-Oct-18,Dinsdag,14162,798937,143003,53613,23940,24309,5364,6688.04,14786,26126,12,204,288,Multi-cat,"Flowers, Chocolate, Mugs, Beverage",,,,€ 0,"€ 5,168","€ 5,168"
