fake_data,real_data,dates,,Grand Total
06/04/14,3-Oct-13,4-Jun-14,Woensdag,9417
06/05/14,4-Oct-13,5-Jun-14,Donderdag,8491
06/06/14,5-Oct-13,6-Jun-14,Vrijdag,7530
06/07/14,6-Oct-13,7-Jun-14,Zaterdag,22
06/08/14,7-Oct-13,8-Jun-14,Zondag,11
06/09/14,8-Oct-13,9-Jun-14,Maandag,5840
06/10/14,9-Oct-13,10-Jun-14,Dinsdag,8835
06/11/14,10-Oct-13,11-Jun-14,Woensdag,11467
06/12/14,11-Oct-13,12-Jun-14,Donderdag,13661
06/13/14,12-Oct-13,13-Jun-14,Vrijdag,16501
06/14/14,13-Oct-13,14-Jun-14,Zaterdag,4129
06/15/14,14-Oct-13,15-Jun-14,Zondag,1407
06/16/14,15-Oct-13,16-Jun-14,Maandag,9516
06/17/14,16-Oct-13,17-Jun-14,Dinsdag,8580
06/18/14,17-Oct-13,18-Jun-14,Woensdag,7433
06/19/14,18-Oct-13,19-Jun-14,Donderdag,9334
06/20/14,19-Oct-13,20-Jun-14,Vrijdag,10060
06/22/14,20-Oct-13,22-Jun-14,Zondag,833
06/23/14,21-Oct-13,23-Jun-14,Maandag,8153
06/24/14,22-Oct-13,24-Jun-14,Dinsdag,8765
06/25/14,23-Oct-13,25-Jun-14,Woensdag,9472
06/26/14,24-Oct-13,26-Jun-14,Donderdag,9206
06/27/14,25-Oct-13,27-Jun-14,Vrijdag,9822
06/29/14,26-Oct-13,29-Jun-14,Zondag,797
06/30/14,27-Oct-13,30-Jun-14,Maandag,9454
07/01/14,28-Oct-13,1-Jul-14,Dinsdag,10080
07/02/14,29-Oct-13,2-Jul-14,Woensdag,9754
07/03/14,30-Oct-13,3-Jul-14,Donderdag,8452
07/04/14,31-Oct-13,4-Jul-14,Vrijdag,9491
07/06/14,1-Nov-13,6-Jul-14,Zondag,821
07/07/14,2-Nov-13,7-Jul-14,Maandag,9352
07/08/14,3-Nov-13,8-Jul-14,Dinsdag,9811
07/09/14,4-Nov-13,9-Jul-14,Woensdag,9737
07/10/14,5-Nov-13,10-Jul-14,Donderdag,8035
07/11/14,6-Nov-13,11-Jul-14,Vrijdag,8739
07/13/14,7-Nov-13,13-Jul-14,Zondag,784
07/14/14,8-Nov-13,14-Jul-14,Maandag,10061
07/15/14,9-Nov-13,15-Jul-14,Dinsdag,8023
07/16/14,10-Nov-13,16-Jul-14,Woensdag,7371
07/17/14,11-Nov-13,17-Jul-14,Donderdag,6608
07/18/14,12-Nov-13,18-Jul-14,Vrijdag,7814
07/20/14,13-Nov-13,20-Jul-14,Zondag,664
07/21/14,14-Nov-13,21-Jul-14,Maandag,8464
07/22/14,15-Nov-13,22-Jul-14,Dinsdag,7082
07/23/14,16-Nov-13,23-Jul-14,Woensdag,6638
07/24/14,17-Nov-13,24-Jul-14,Donderdag,8022
07/25/14,18-Nov-13,25-Jul-14,Vrijdag,8519
07/27/14,19-Nov-13,27-Jul-14,Zondag,658
07/28/14,20-Nov-13,28-Jul-14,Maandag,8805
07/29/14,21-Nov-13,29-Jul-14,Dinsdag,8726
07/30/14,22-Nov-13,30-Jul-14,Woensdag,8201
07/31/14,23-Nov-13,31-Jul-14,Donderdag,7467
08/01/14,24-Nov-13,1-Aug-14,Vrijdag,8420
08/03/14,25-Nov-13,3-Aug-14,Zondag,609
08/04/14,26-Nov-13,4-Aug-14,Maandag,7660
08/05/14,27-Nov-13,5-Aug-14,Dinsdag,8574
08/06/14,28-Nov-13,6-Aug-14,Woensdag,7756
08/07/14,29-Nov-13,7-Aug-14,Donderdag,7384
08/08/14,30-Nov-13,8-Aug-14,Vrijdag,8251
08/10/14,1-Dec-13,10-Aug-14,Zondag,648
08/11/14,2-Dec-13,11-Aug-14,Maandag,7973
08/12/14,3-Dec-13,12-Aug-14,Dinsdag,8488
08/13/14,4-Dec-13,13-Aug-14,Woensdag,7925
08/14/14,5-Dec-13,14-Aug-14,Donderdag,8434
08/15/14,6-Dec-13,15-Aug-14,Vrijdag,8959
08/17/14,7-Dec-13,17-Aug-14,Zondag,728
08/18/14,8-Dec-13,18-Aug-14,Maandag,8306
08/19/14,9-Dec-13,19-Aug-14,Dinsdag,8414
08/20/14,10-Dec-13,20-Aug-14,Woensdag,8071
08/21/14,11-Dec-13,21-Aug-14,Donderdag,8060
08/22/14,12-Dec-13,22-Aug-14,Vrijdag,9079
08/24/14,13-Dec-13,24-Aug-14,Zondag,714
08/25/14,14-Dec-13,25-Aug-14,Maandag,10387
08/26/14,15-Dec-13,26-Aug-14,Dinsdag,9336
08/27/14,16-Dec-13,27-Aug-14,Woensdag,7965
08/28/14,17-Dec-13,28-Aug-14,Donderdag,8984
08/29/14,18-Dec-13,29-Aug-14,Vrijdag,12075
08/31/14,19-Dec-13,31-Aug-14,Zondag,774
09/01/14,20-Dec-13,1-Sep-14,Maandag,9025
09/02/14,21-Dec-13,2-Sep-14,Dinsdag,7899
09/03/14,22-Dec-13,3-Sep-14,Woensdag,8071
09/04/14,23-Dec-13,4-Sep-14,Donderdag,8134
09/05/14,24-Dec-13,5-Sep-14,Vrijdag,8889
09/07/14,25-Dec-13,7-Sep-14,Zondag,714
09/08/14,26-Dec-13,8-Sep-14,Maandag,10328
09/09/14,27-Dec-13,9-Sep-14,Dinsdag,8923
09/10/14,28-Dec-13,10-Sep-14,Woensdag,9434
09/11/14,29-Dec-13,11-Sep-14,Donderdag,8780
09/12/14,30-Dec-13,12-Sep-14,Vrijdag,8264
09/14/14,31-Dec-13,14-Sep-14,Zondag,700
09/15/14,1-Jan-14,15-Sep-14,Maandag,8742
09/16/14,2-Jan-14,16-Sep-14,Dinsdag,8051
09/17/14,3-Jan-14,17-Sep-14,Woensdag,11173
09/18/14,4-Jan-14,18-Sep-14,Donderdag,6916
09/19/14,5-Jan-14,19-Sep-14,Vrijdag,7839
09/21/14,6-Jan-14,21-Sep-14,Zondag,1070
09/22/14,7-Jan-14,22-Sep-14,Maandag,9204
09/23/14,8-Jan-14,23-Sep-14,Dinsdag,8815
09/24/14,9-Jan-14,24-Sep-14,Woensdag,8969
09/25/14,10-Jan-14,25-Sep-14,Donderdag,8474
09/26/14,11-Jan-14,26-Sep-14,Vrijdag,9459
09/28/14,12-Jan-14,28-Sep-14,Zondag,970
09/29/14,13-Jan-14,29-Sep-14,Maandag,10252
09/30/14,14-Jan-14,30-Sep-14,Dinsdag,8872
10/01/14,15-Jan-14,1-Oct-14,Woensdag,8827
10/02/14,16-Jan-14,2-Oct-14,Donderdag,8890
10/03/14,17-Jan-14,3-Oct-14,Vrijdag,9340
10/05/14,18-Jan-14,5-Oct-14,Zondag,877
10/06/14,19-Jan-14,6-Oct-14,Maandag,9455
10/07/14,20-Jan-14,7-Oct-14,Dinsdag,10156
10/08/14,21-Jan-14,8-Oct-14,Woensdag,9879
10/09/14,22-Jan-14,9-Oct-14,Donderdag,8629
10/10/14,23-Jan-14,10-Oct-14,Vrijdag,8949
10/12/14,24-Jan-14,12-Oct-14,Zondag,715
10/13/14,25-Jan-14,13-Oct-14,Maandag,8277
10/14/14,26-Jan-14,14-Oct-14,Dinsdag,8518
10/15/14,27-Jan-14,15-Oct-14,Woensdag,8074
10/16/14,28-Jan-14,16-Oct-14,Donderdag,7614
10/17/14,29-Jan-14,17-Oct-14,Vrijdag,8664
10/19/14,30-Jan-14,19-Oct-14,Zondag,725
10/20/14,31-Jan-14,20-Oct-14,Maandag,8386
10/21/14,1-Feb-14,21-Oct-14,Dinsdag,16749
10/22/14,2-Feb-14,22-Oct-14,Woensdag,7936
10/23/14,3-Feb-14,23-Oct-14,Donderdag,8684
10/24/14,4-Feb-14,24-Oct-14,Vrijdag,8384
10/26/14,5-Feb-14,26-Oct-14,Zondag,932
10/27/14,6-Feb-14,27-Oct-14,Maandag,8147
10/28/14,7-Feb-14,28-Oct-14,Dinsdag,9755
10/29/14,8-Feb-14,29-Oct-14,Woensdag,9085
10/30/14,9-Feb-14,30-Oct-14,Donderdag,8947
10/31/14,10-Feb-14,31-Oct-14,Vrijdag,9018
11/02/14,11-Feb-14,2-Nov-14,Zondag,810
11/03/14,12-Feb-14,3-Nov-14,Maandag,8194
11/04/14,13-Feb-14,4-Nov-14,Dinsdag,9294
11/05/14,14-Feb-14,5-Nov-14,Woensdag,7928
11/06/14,15-Feb-14,6-Nov-14,Donderdag,8577
11/07/14,16-Feb-14,7-Nov-14,Vrijdag,8987
11/09/14,17-Feb-14,9-Nov-14,Zondag,748
11/10/14,18-Feb-14,10-Nov-14,Maandag,8317
11/11/14,19-Feb-14,11-Nov-14,Dinsdag,10122
11/12/14,20-Feb-14,12-Nov-14,Woensdag,8853
11/13/14,21-Feb-14,13-Nov-14,Donderdag,7890
11/14/14,22-Feb-14,14-Nov-14,Vrijdag,8566
11/16/14,23-Feb-14,16-Nov-14,Zondag,890
11/17/14,24-Feb-14,17-Nov-14,Maandag,8953
11/18/14,25-Feb-14,18-Nov-14,Dinsdag,9118
11/19/14,26-Feb-14,19-Nov-14,Woensdag,8594
11/20/14,27-Feb-14,20-Nov-14,Donderdag,8301
11/21/14,28-Feb-14,21-Nov-14,Vrijdag,7889
11/23/14,1-Mar-14,23-Nov-14,Zondag,867
11/24/14,2-Mar-14,24-Nov-14,Maandag,10168
11/25/14,3-Mar-14,25-Nov-14,Dinsdag,9824
11/26/14,4-Mar-14,26-Nov-14,Woensdag,10740
11/27/14,5-Mar-14,27-Nov-14,Donderdag,10823
11/28/14,6-Mar-14,28-Nov-14,Vrijdag,9876
11/30/14,7-Mar-14,30-Nov-14,Zondag,1183
12/01/14,8-Mar-14,1-Dec-14,Maandag,13823
12/02/14,9-Mar-14,2-Dec-14,Dinsdag,15059
12/03/14,10-Mar-14,3-Dec-14,Woensdag,14457
12/04/14,11-Mar-14,4-Dec-14,Donderdag,15784
12/05/14,12-Mar-14,5-Dec-14,Vrijdag,12916
12/07/14,13-Mar-14,7-Dec-14,Zondag,1368
12/08/14,14-Mar-14,8-Dec-14,Maandag,19351
12/09/14,15-Mar-14,9-Dec-14,Dinsdag,21516
12/10/14,16-Mar-14,10-Dec-14,Woensdag,23471
12/11/14,17-Mar-14,11-Dec-14,Donderdag,26268
12/12/14,18-Mar-14,12-Dec-14,Vrijdag,28075
12/14/14,19-Mar-14,14-Dec-14,Zondag,2942
12/15/14,20-Mar-14,15-Dec-14,Maandag,40281
12/16/14,21-Mar-14,16-Dec-14,Dinsdag,36407
12/17/14,22-Mar-14,17-Dec-14,Woensdag,42900
12/18/14,23-Mar-14,18-Dec-14,Donderdag,42726
12/19/14,24-Mar-14,19-Dec-14,Vrijdag,41788
12/21/14,25-Mar-14,21-Dec-14,Zondag,5401
12/22/14,26-Mar-14,22-Dec-14,Maandag,44229
12/23/14,27-Mar-14,23-Dec-14,Dinsdag,25392
12/24/14,28-Mar-14,24-Dec-14,Woensdag,9219
12/25/14,29-Mar-14,25-Dec-14,Donderdag,56
12/26/14,30-Mar-14,26-Dec-14,Vrijdag,114
12/28/14,31-Mar-14,28-Dec-14,Zondag,1240
12/29/14,1-Apr-14,29-Dec-14,Maandag,14340
12/30/14,2-Apr-14,30-Dec-14,Dinsdag,10753
12/31/14,3-Apr-14,31-Dec-14,Woensdag,5271
01/01/15,4-Apr-14,1-Jan-15,Donderdag,127
01/02/15,5-Apr-14,2-Jan-15,Vrijdag,9647
01/04/15,6-Apr-14,4-Jan-15,Zondag,973
01/05/15,7-Apr-14,5-Jan-15,Maandag,8422
01/06/15,8-Apr-14,6-Jan-15,Dinsdag,8987
01/07/15,9-Apr-14,7-Jan-15,Woensdag,8362
01/08/15,10-Apr-14,8-Jan-15,Donderdag,8091
01/09/15,11-Apr-14,9-Jan-15,Vrijdag,8591
01/11/15,12-Apr-14,11-Jan-15,Zondag,951
01/12/15,13-Apr-14,12-Jan-15,Maandag,12329
01/13/15,14-Apr-14,13-Jan-15,Dinsdag,9626
01/14/15,15-Apr-14,14-Jan-15,Woensdag,10251
01/15/15,16-Apr-14,15-Jan-15,Donderdag,8707
01/16/15,17-Apr-14,16-Jan-15,Vrijdag,8886
01/18/15,18-Apr-14,18-Jan-15,Zondag,946
01/19/15,19-Apr-14,19-Jan-15,Maandag,12113
01/20/15,20-Apr-14,20-Jan-15,Dinsdag,7692
01/21/15,21-Apr-14,21-Jan-15,Woensdag,8921
01/22/15,22-Apr-14,22-Jan-15,Donderdag,8012
01/23/15,23-Apr-14,23-Jan-15,Vrijdag,9029
01/25/15,24-Apr-14,25-Jan-15,Zondag,1070
01/26/15,25-Apr-14,26-Jan-15,Maandag,9407
01/27/15,26-Apr-14,27-Jan-15,Dinsdag,9777
01/28/15,27-Apr-14,28-Jan-15,Woensdag,9523
01/29/15,28-Apr-14,29-Jan-15,Donderdag,7701
01/30/15,29-Apr-14,30-Jan-15,Vrijdag,9827
02/01/15,30-Apr-14,1-Feb-15,Zondag,1359
02/02/15,1-May-14,2-Feb-15,Maandag,9799
02/03/15,2-May-14,3-Feb-15,Dinsdag,8822
02/04/15,3-May-14,4-Feb-15,Woensdag,9561
02/05/15,4-May-14,5-Feb-15,Donderdag,8280
02/06/15,5-May-14,6-Feb-15,Vrijdag,8933
02/08/15,6-May-14,8-Feb-15,Zondag,1294
02/09/15,7-May-14,9-Feb-15,Maandag,10981
02/10/15,8-May-14,10-Feb-15,Dinsdag,9923
02/11/15,9-May-14,11-Feb-15,Woensdag,11142
02/12/15,10-May-14,12-Feb-15,Donderdag,16244
02/13/15,11-May-14,13-Feb-15,Vrijdag,41618
02/15/15,12-May-14,15-Feb-15,Zondag,832
02/16/15,13-May-14,16-Feb-15,Maandag,7712
02/17/15,14-May-14,17-Feb-15,Dinsdag,8338
02/18/15,15-May-14,18-Feb-15,Woensdag,8021
02/19/15,16-May-14,19-Feb-15,Donderdag,9166
02/20/15,17-May-14,20-Feb-15,Vrijdag,10292
02/22/15,18-May-14,22-Feb-15,Zondag,977
02/23/15,19-May-14,23-Feb-15,Maandag,8999
02/24/15,20-May-14,24-Feb-15,Dinsdag,15450
02/25/15,21-May-14,25-Feb-15,Woensdag,9145
02/26/15,22-May-14,26-Feb-15,Donderdag,8769
02/27/15,23-May-14,27-Feb-15,Vrijdag,9447
03/01/15,24-May-14,1-Mar-15,Zondag,1045
03/02/15,25-May-14,2-Mar-15,Maandag,9680
03/03/15,26-May-14,3-Mar-15,Dinsdag,10187
03/04/15,27-May-14,4-Mar-15,Woensdag,9389
03/05/15,28-May-14,5-Mar-15,Donderdag,7980
03/06/15,29-May-14,6-Mar-15,Vrijdag,8832
03/08/15,30-May-14,8-Mar-15,Zondag,770
03/09/15,31-May-14,9-Mar-15,Maandag,9395
03/10/15,1-Jun-14,10-Mar-15,Dinsdag,8146
03/11/15,2-Jun-14,11-Mar-15,Woensdag,8350
03/12/15,3-Jun-14,12-Mar-15,Donderdag,7806
03/13/15,4-Jun-14,13-Mar-15,Vrijdag,8883
03/15/15,5-Jun-14,15-Mar-15,Zondag,919
03/16/15,6-Jun-14,16-Mar-15,Maandag,10440
03/17/15,7-Jun-14,17-Mar-15,Dinsdag,8455
03/18/15,8-Jun-14,18-Mar-15,Woensdag,8469
03/19/15,9-Jun-14,19-Mar-15,Donderdag,11242
03/20/15,10-Jun-14,20-Mar-15,Vrijdag,9158
03/22/15,11-Jun-14,22-Mar-15,Zondag,930
03/23/15,12-Jun-14,23-Mar-15,Maandag,8345
03/24/15,13-Jun-14,24-Mar-15,Dinsdag,9114
03/25/15,14-Jun-14,25-Mar-15,Woensdag,9331
03/26/15,15-Jun-14,26-Mar-15,Donderdag,8157
03/27/15,16-Jun-14,27-Mar-15,Vrijdag,9276
03/29/15,17-Jun-14,29-Mar-15,Zondag,1058
03/30/15,18-Jun-14,30-Mar-15,Maandag,10115
03/31/15,19-Jun-14,31-Mar-15,Dinsdag,9515
04/01/15,20-Jun-14,1-Apr-15,Woensdag,9150
04/02/15,21-Jun-14,2-Apr-15,Donderdag,9037
04/03/15,22-Jun-14,3-Apr-15,Vrijdag,9717
04/05/15,23-Jun-14,5-Apr-15,Zondag,2
04/06/15,24-Jun-14,6-Apr-15,Maandag,6589
04/07/15,25-Jun-14,7-Apr-15,Dinsdag,8846
04/08/15,26-Jun-14,8-Apr-15,Woensdag,10329
04/09/15,27-Jun-14,9-Apr-15,Donderdag,8799
04/10/15,28-Jun-14,10-Apr-15,Vrijdag,8336
04/12/15,29-Jun-14,12-Apr-15,Zondag,960
04/13/15,30-Jun-14,13-Apr-15,Maandag,8231
04/14/15,1-Jul-14,14-Apr-15,Dinsdag,7726
04/15/15,2-Jul-14,15-Apr-15,Woensdag,8582
04/16/15,3-Jul-14,16-Apr-15,Donderdag,8091
04/17/15,4-Jul-14,17-Apr-15,Vrijdag,8660
04/18/15,5-Jul-14,18-Apr-15,Zaterdag,44
04/19/15,6-Jul-14,19-Apr-15,Zondag,1404
04/20/15,7-Jul-14,20-Apr-15,Maandag,8845
04/21/15,8-Jul-14,21-Apr-15,Dinsdag,9345
04/22/15,9-Jul-14,22-Apr-15,Woensdag,9058
04/23/15,10-Jul-14,23-Apr-15,Donderdag,7448
04/24/15,11-Jul-14,24-Apr-15,Vrijdag,8536
04/25/15,12-Jul-14,25-Apr-15,Zaterdag,150
04/26/15,13-Jul-14,26-Apr-15,Zondag,172
04/27/15,14-Jul-14,27-Apr-15,Maandag,4740
04/28/15,15-Jul-14,28-Apr-15,Dinsdag,8711
04/29/15,16-Jul-14,29-Apr-15,Woensdag,9127
04/30/15,17-Jul-14,30-Apr-15,Donderdag,9075
05/01/15,18-Jul-14,1-May-15,Vrijdag,8853
05/03/15,19-Jul-14,3-May-15,Zondag,1417
05/04/15,20-Jul-14,4-May-15,Maandag,7587
05/05/15,21-Jul-14,5-May-15,Dinsdag,315
05/06/15,22-Jul-14,6-May-15,Woensdag,9171
05/07/15,23-Jul-14,7-May-15,Donderdag,11407
05/08/15,24-Jul-14,8-May-15,Vrijdag,24231
05/09/15,25-Jul-14,9-May-15,Zaterdag,12258
05/10/15,26-Jul-14,10-May-15,Zondag,1100
05/11/15,27-Jul-14,11-May-15,Maandag,7883
05/12/15,28-Jul-14,12-May-15,Dinsdag,9226
05/13/15,29-Jul-14,13-May-15,Woensdag,7450
05/14/15,30-Jul-14,14-May-15,Donderdag,39
05/15/15,31-Jul-14,15-May-15,Vrijdag,9037
05/17/15,1-Aug-14,17-May-15,Zondag,1091
05/18/15,2-Aug-14,18-May-15,Maandag,9043
05/19/15,3-Aug-14,19-May-15,Dinsdag,11760
05/20/15,4-Aug-14,20-May-15,Woensdag,8104
05/21/15,5-Aug-14,21-May-15,Donderdag,7480
05/22/15,6-Aug-14,22-May-15,Vrijdag,9611
05/25/15,7-Aug-14,25-May-15,Maandag,5124
05/26/15,8-Aug-14,26-May-15,Dinsdag,10463
05/27/15,9-Aug-14,27-May-15,Woensdag,9729
05/28/15,10-Aug-14,28-May-15,Donderdag,10470
05/29/15,11-Aug-14,29-May-15,Vrijdag,10447
05/30/15,12-Aug-14,30-May-15,Zaterdag,99
05/31/15,13-Aug-14,31-May-15,Zondag,1306
06/01/15,14-Aug-14,1-Jun-15,Maandag,7905
06/02/15,15-Aug-14,2-Jun-15,Dinsdag,7831
06/03/15,16-Aug-14,3-Jun-15,Woensdag,8472
06/04/15,17-Aug-14,4-Jun-15,Donderdag,6639
06/05/15,18-Aug-14,5-Jun-15,Vrijdag,7308
06/06/15,19-Aug-14,6-Jun-15,Zaterdag,120
06/07/15,20-Aug-14,7-Jun-15,Zondag,1185
06/08/15,21-Aug-14,8-Jun-15,Maandag,8537
06/09/15,22-Aug-14,9-Jun-15,Dinsdag,8150
06/10/15,23-Aug-14,10-Jun-15,Woensdag,8829
06/11/15,24-Aug-14,11-Jun-15,Donderdag,13371
06/12/15,25-Aug-14,12-Jun-15,Vrijdag,10655
06/13/15,26-Aug-14,13-Jun-15,Zaterdag,187
06/14/15,27-Aug-14,14-Jun-15,Zondag,1377
06/15/15,28-Aug-14,15-Jun-15,Maandag,10069
06/16/15,29-Aug-14,16-Jun-15,Dinsdag,8876
06/17/15,30-Aug-14,17-Jun-15,Woensdag,8951
06/18/15,31-Aug-14,18-Jun-15,Donderdag,10616
06/19/15,1-Sep-14,19-Jun-15,Vrijdag,15673
06/20/15,2-Sep-14,20-Jun-15,Zaterdag,4820
06/21/15,3-Sep-14,21-Jun-15,Zondag,1380
06/22/15,4-Sep-14,22-Jun-15,Maandag,9457
06/23/15,5-Sep-14,23-Jun-15,Dinsdag,9396
06/24/15,6-Sep-14,24-Jun-15,Woensdag,9806
06/25/15,7-Sep-14,25-Jun-15,Donderdag,8113
06/26/15,8-Sep-14,26-Jun-15,Vrijdag,8849
06/27/15,9-Sep-14,27-Jun-15,Zaterdag,136
06/28/15,10-Sep-14,28-Jun-15,Zondag,1238
06/29/15,11-Sep-14,29-Jun-15,Maandag,10147
06/30/15,12-Sep-14,30-Jun-15,Dinsdag,8656
07/01/15,13-Sep-14,1-Jul-15,Woensdag,7570
07/02/15,14-Sep-14,2-Jul-15,Donderdag,7830
07/03/15,15-Sep-14,3-Jul-15,Vrijdag,8332
07/04/15,16-Sep-14,4-Jul-15,Zaterdag,152
07/05/15,17-Sep-14,5-Jul-15,Zondag,991
07/06/15,18-Sep-14,6-Jul-15,Maandag,8810
07/07/15,19-Sep-14,7-Jul-15,Dinsdag,8604
07/08/15,20-Sep-14,8-Jul-15,Woensdag,8875
07/09/15,21-Sep-14,9-Jul-15,Donderdag,7343
07/10/15,22-Sep-14,10-Jul-15,Vrijdag,7932
07/11/15,23-Sep-14,11-Jul-15,Zaterdag,112
07/12/15,24-Sep-14,12-Jul-15,Zondag,1015
07/13/15,25-Sep-14,13-Jul-15,Maandag,8924
07/14/15,26-Sep-14,14-Jul-15,Dinsdag,8472
07/15/15,27-Sep-14,15-Jul-15,Woensdag,8552
07/16/15,28-Sep-14,16-Jul-15,Donderdag,6705
07/17/15,29-Sep-14,17-Jul-15,Vrijdag,8049
07/18/15,30-Sep-14,18-Jul-15,Zaterdag,108
07/19/15,1-Oct-14,19-Jul-15,Zondag,1438
07/20/15,2-Oct-14,20-Jul-15,Maandag,8460
07/21/15,3-Oct-14,21-Jul-15,Dinsdag,6790
07/22/15,4-Oct-14,22-Jul-15,Woensdag,6926
07/23/15,5-Oct-14,23-Jul-15,Donderdag,7387
07/24/15,6-Oct-14,24-Jul-15,Vrijdag,7157
07/25/15,7-Oct-14,25-Jul-15,Zaterdag,125
07/26/15,8-Oct-14,26-Jul-15,Zondag,868
07/27/15,9-Oct-14,27-Jul-15,Maandag,7460
07/28/15,10-Oct-14,28-Jul-15,Dinsdag,9560
07/29/15,11-Oct-14,29-Jul-15,Woensdag,6942
07/30/15,12-Oct-14,30-Jul-15,Donderdag,7210
07/31/15,13-Oct-14,31-Jul-15,Vrijdag,7085
08/01/15,14-Oct-14,1-Aug-15,Zaterdag,123
08/02/15,15-Oct-14,2-Aug-15,Zondag,755
08/03/15,16-Oct-14,3-Aug-15,Maandag,6586
08/04/15,17-Oct-14,4-Aug-15,Dinsdag,7459
08/05/15,18-Oct-14,5-Aug-15,Woensdag,6800
08/06/15,19-Oct-14,6-Aug-15,Donderdag,6969
08/07/15,20-Oct-14,7-Aug-15,Vrijdag,7840
08/08/15,21-Oct-14,8-Aug-15,Zaterdag,106
08/09/15,22-Oct-14,9-Aug-15,Zondag,886
08/10/15,23-Oct-14,10-Aug-15,Maandag,10806
08/11/15,24-Oct-14,11-Aug-15,Dinsdag,8053
08/12/15,25-Oct-14,12-Aug-15,Woensdag,8069
08/13/15,26-Oct-14,13-Aug-15,Donderdag,9408
08/14/15,27-Oct-14,14-Aug-15,Vrijdag,9350
08/15/15,28-Oct-14,15-Aug-15,Zaterdag,108
08/16/15,29-Oct-14,16-Aug-15,Zondag,1470
08/17/15,30-Oct-14,17-Aug-15,Maandag,8778
08/18/15,31-Oct-14,18-Aug-15,Dinsdag,9597
08/19/15,1-Nov-14,19-Aug-15,Woensdag,8030
08/20/15,2-Nov-14,20-Aug-15,Donderdag,7990
08/21/15,3-Nov-14,21-Aug-15,Vrijdag,8498
08/22/15,4-Nov-14,22-Aug-15,Zaterdag,108
08/23/15,5-Nov-14,23-Aug-15,Zondag,1517
08/24/15,6-Nov-14,24-Aug-15,Maandag,10198
08/25/15,7-Nov-14,25-Aug-15,Dinsdag,10202
08/26/15,8-Nov-14,26-Aug-15,Woensdag,9481
08/27/15,9-Nov-14,27-Aug-15,Donderdag,9302
08/28/15,10-Nov-14,28-Aug-15,Vrijdag,9368
08/29/15,11-Nov-14,29-Aug-15,Zaterdag,161
08/30/15,12-Nov-14,30-Aug-15,Zondag,1759
08/31/15,13-Nov-14,31-Aug-15,Maandag,11350
09/01/15,14-Nov-14,1-Sep-15,Dinsdag,8200
09/02/15,15-Nov-14,2-Sep-15,Woensdag,9006
09/03/15,16-Nov-14,3-Sep-15,Donderdag,8752
09/04/15,17-Nov-14,4-Sep-15,Vrijdag,9540
09/05/15,18-Nov-14,5-Sep-15,Zaterdag,134
09/06/15,19-Nov-14,6-Sep-15,Zondag,1632
09/07/15,20-Nov-14,7-Sep-15,Maandag,9004
09/08/15,21-Nov-14,8-Sep-15,Dinsdag,9399
09/09/15,22-Nov-14,9-Sep-15,Woensdag,8121
09/10/15,23-Nov-14,10-Sep-15,Donderdag,8875
09/11/15,24-Nov-14,11-Sep-15,Vrijdag,8880
09/12/15,25-Nov-14,12-Sep-15,Zaterdag,164
09/13/15,26-Nov-14,13-Sep-15,Zondag,1227
09/14/15,27-Nov-14,14-Sep-15,Maandag,10143
09/15/15,28-Nov-14,15-Sep-15,Dinsdag,9401
09/16/15,29-Nov-14,16-Sep-15,Woensdag,9847
09/17/15,30-Nov-14,17-Sep-15,Donderdag,8760
09/18/15,1-Dec-14,18-Sep-15,Vrijdag,8885
09/19/15,2-Dec-14,19-Sep-15,Zaterdag,148
09/20/15,3-Dec-14,20-Sep-15,Zondag,1369
09/21/15,4-Dec-14,21-Sep-15,Maandag,9308
09/22/15,5-Dec-14,22-Sep-15,Dinsdag,11453
09/23/15,6-Dec-14,23-Sep-15,Woensdag,11539
09/24/15,7-Dec-14,24-Sep-15,Donderdag,9986
09/25/15,8-Dec-14,25-Sep-15,Vrijdag,10695
09/26/15,9-Dec-14,26-Sep-15,Zaterdag,166
09/27/15,10-Dec-14,27-Sep-15,Zondag,1412
09/28/15,11-Dec-14,28-Sep-15,Maandag,12756
09/29/15,12-Dec-14,29-Sep-15,Dinsdag,8596
09/30/15,13-Dec-14,30-Sep-15,Woensdag,9314
10/01/15,14-Dec-14,1-Oct-15,Donderdag,8556
10/02/15,15-Dec-14,2-Oct-15,Vrijdag,8722
10/03/15,16-Dec-14,3-Oct-15,Zaterdag,161
10/04/15,17-Dec-14,4-Oct-15,Zondag,1237
10/05/15,18-Dec-14,5-Oct-15,Maandag,9932
10/06/15,19-Dec-14,6-Oct-15,Dinsdag,9811
10/07/15,20-Dec-14,7-Oct-15,Woensdag,9481
10/08/15,21-Dec-14,8-Oct-15,Donderdag,8509
10/09/15,22-Dec-14,9-Oct-15,Vrijdag,9466
10/10/15,23-Dec-14,10-Oct-15,Zaterdag,156
10/11/15,24-Dec-14,11-Oct-15,Zondag,1747
10/12/15,25-Dec-14,12-Oct-15,Maandag,10105
10/13/15,26-Dec-14,13-Oct-15,Dinsdag,11013
10/14/15,27-Dec-14,14-Oct-15,Woensdag,9853
10/15/15,28-Dec-14,15-Oct-15,Donderdag,8945
10/16/15,29-Dec-14,16-Oct-15,Vrijdag,9620
10/17/15,30-Dec-14,17-Oct-15,Zaterdag,157
10/18/15,31-Dec-14,18-Oct-15,Zondag,1506
10/19/15,1-Jan-15,19-Oct-15,Maandag,12623
