,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
2846,17-Oct-17,Dinsdag,"11,222",559334.0,121507.0,"49,962","24,630","19,751","5,581",4777.18,10999,
2847,18-Oct-17,Woensdag,"10,490",23720.0,7597.0,"41,581","21,203","15,610","4,768",4631.15,10389,
2848,19-Oct-17,Donderdag,"10,084",14253.0,4822.0,"38,439","19,417","14,798","4,224",4522.38,10471,
2849,20-Oct-17,Vrijdag,"9,948",24033.0,7829.0,"35,655","17,354","14,043","4,258",4251.88,10464,
2850,21-Oct-17,Zaterdag,"4,794",21039.0,6935.0,"25,205","9,901","11,864","3,440",2967.33,7518,
2851,22-Oct-17,Zondag,"7,610",23706.0,7772.0,"30,175","12,895","12,936","4,344",4121.9,10223,
2852,23-Oct-17,Maandag,"12,915",1115540.0,244886.0,"55,770","25,045","24,551","6,174",5784.3,13478,
2853,24-Oct-17,Dinsdag,"12,211",20082.0,6521.0,"44,029","21,569","17,595","4,865",6291.93,14101,
2854,25-Oct-17,Woensdag,"12,101",21127.0,6545.0,"43,122","21,171","17,213","4,738",5838.92,13786,
2855,26-Oct-17,Donderdag,"11,136",22017.0,6848.0,"40,457","19,688","16,286","4,483",5366.16,12545,
2856,27-Oct-17,Vrijdag,"10,472",25621.0,8670.0,"40,123","19,661","15,814","4,648",4393.7,10841,
2857,28-Oct-17,Zaterdag,"5,152",20773.0,6645.0,"28,999","11,910","13,258","3,831",2907.29,7402,
2858,29-Oct-17,Zondag,"8,711",25945.0,8403.0,"35,235","15,865","14,583","4,787",4247.05,10041,
2859,30-Oct-17,Maandag,"14,412",1096295.0,230520.0,"54,204","25,858","22,415","5,931",6163.85,13793,
2860,31-Oct-17,Dinsdag,"11,980",37242.0,10027.0,"42,852","21,298","16,830","4,724",5757.02,13374,
2861,1-Nov-17,Woensdag,"11,575",77412.0,19376.0,"47,932","24,493","18,170","5,269",5455.71,12975,
2862,2-Nov-17,Donderdag,"11,658",1046029.0,243313.0,"52,214","23,981","22,243","5,990",4901.83,11901,
2863,3-Nov-17,Vrijdag,"10,074",23571.0,7433.0,"39,687","19,856","15,387","4,444",4572.18,10651,
2864,4-Nov-17,Zaterdag,"4,702",22339.0,6730.0,"28,370","11,833","12,893","3,644",3228.29,7305,
2865,5-Nov-17,Zondag,"7,918",25993.0,8100.0,"32,100","13,877","13,784","4,439",3965.56,9796,
2866,6-Nov-17,Maandag,"16,338",1120006.0,222199.0,"57,075","28,968","21,486","6,621",5742.98,13055,
2867,7-Nov-17,Dinsdag,"12,310",21355.0,6615.0,"44,273","22,856","16,639","4,778",4951.86,11848,
2868,8-Nov-17,Woensdag,"12,634",24009.0,7416.0,"54,371","27,350","21,318","5,703",5437.56,12381,
2869,9-Nov-17,Donderdag,"11,503",34894.0,11965.0,"44,793","22,611","17,342","4,840",5074.35,11860,
2870,10-Nov-17,Vrijdag,"12,170",571870.0,131870.0,"42,027","19,662","17,344","5,021",4491.34,10965,
2871,11-Nov-17,Zaterdag,"5,282",17116.0,5134.0,"30,389","12,558","13,693","4,138",2777.4,7130,
2872,12-Nov-17,Zondag,"11,909",559159.0,121891.0,"39,993","17,008","17,283","5,702",3650.67,10166,
2873,13-Nov-17,Maandag,"12,041",568093.0,141001.0,"45,561","22,365","17,913","5,283",5580.99,12581,
2874,14-Nov-17,Dinsdag,"11,628",572826.0,135928.0,"48,615","23,878","19,210","5,527",5582.28,12650,
2875,15-Nov-17,Woensdag,"11,540",22537.0,7260.0,"51,726","27,616","18,082","6,028",5447.11,12069,
2876,16-Nov-17,Donderdag,"10,603",21644.0,6725.0,"45,775","23,997","16,393","5,385",4873.85,11663,
2877,17-Nov-17,Vrijdag,"9,301",24141.0,7865.0,"37,049","18,610","13,963","4,476",4152.5,10071,
2878,18-Nov-17,Zaterdag,"4,524",22419.0,7186.0,"30,140","13,376","12,733","4,031",3052.75,7349,
2879,19-Nov-17,Zondag,"7,177",27823.0,9212.0,"33,072","15,043","13,406","4,623",3952.96,9890,
2880,20-Nov-17,Maandag,"13,337",1105431.0,255076.0,"57,747","28,425","22,532","6,790",6305.82,14803,
2881,21-Nov-17,Dinsdag,"11,886",19982.0,6398.0,"64,939","37,359","20,857","6,723",5706.41,14091,
2882,22-Nov-17,Woensdag,"11,291",22273.0,7003.0,"45,514","24,049","16,385","5,080",5137.79,12562,
2883,23-Nov-17,Donderdag,"10,705",23429.0,7205.0,"47,476","25,284","16,896","5,296",4753.32,11821,
2884,24-Nov-17,Vrijdag,"9,491",23327.0,7130.0,"59,810","32,441","20,789","6,580",4211.13,10579,
2885,25-Nov-17,Zaterdag,"4,672",20934.0,6639.0,"38,362","18,717","14,813","4,832",3039.73,7364,
2886,26-Nov-17,Zondag,"7,797",28219.0,8469.0,"38,023","17,746","14,933","5,344",4219.65,10225,
2887,27-Nov-17,Maandag,"15,877",1174269.0,241221.0,"77,634","39,324","29,182","9,128",8497.9,17357,
2888,28-Nov-17,Dinsdag,"12,006",21210.0,6740.0,"50,967","26,145","19,025","5,797",7167.1,14893,
2889,29-Nov-17,Woensdag,"12,792",23165.0,7289.0,"53,864","28,193","19,514","6,157",7143.26,13771,
2890,30-Nov-17,Donderdag,"11,777",23802.0,7445.0,"46,179","23,723","17,317","5,139",7006.49,12938,
2891,1-Dec-17,Vrijdag,"11,419",1118083.0,222007.0,"47,902","22,054","19,773","6,075",5708.92,10989,
2892,2-Dec-17,Zaterdag,"5,274",21105.0,6799.0,"32,579","13,856","14,096","4,627",3887.89,7493,
2893,3-Dec-17,Zondag,"8,999",27302.0,8766.0,"38,574","17,111","15,601","5,862",5867.49,11149,
2894,4-Dec-17,Maandag,"14,528",1190457.0,290994.0,"81,928","40,078","32,628","9,222",9213.59,15307,
2895,5-Dec-17,Dinsdag,"10,674",20948.0,6660.0,"53,261","28,331","19,191","5,739",9631.22,13414,
2896,6-Dec-17,Woensdag,"11,571",23302.0,7730.0,"80,553","43,434","27,737","9,382",11292.67,15392,
2897,7-Dec-17,Donderdag,"12,002",1120490.0,263713.0,"76,244","38,928","28,164","9,152",9232.6,14491,
2898,8-Dec-17,Vrijdag,"10,583",21822.0,6872.0,"51,301","26,515","18,331","6,455",6308.06,12044,
2899,9-Dec-17,Zaterdag,"5,768",21568.0,6872.0,"39,709","17,778","16,129","5,802",4505.09,9095,
2900,10-Dec-17,Zondag,"10,750",28852.0,9235.0,"55,383","26,573","20,414","8,396",8836.21,14197,
2901,11-Dec-17,Maandag,"19,178",1159273.0,289920.0,"77,290","40,738","26,546","10,006",10019.86,17493,
2902,12-Dec-17,Dinsdag,"15,237",21095.0,6588.0,"78,833","43,285","26,153","9,395",9830.41,16881,
2903,13-Dec-17,Woensdag,"16,208",24687.0,8163.0,"82,494","43,951","28,271","10,272",11674.02,18676,
2904,14-Dec-17,Donderdag,"19,240",1104518.0,297185.0,"103,979","54,571","36,915","12,493",11434.51,18759,
2905,15-Dec-17,Vrijdag,"13,690",23665.0,7567.0,"83,392","43,937","29,156","10,299",11046.81,18216,
2906,16-Dec-17,Zaterdag,"9,158",18763.0,5975.0,"61,957","27,772","25,056","9,129",8933.74,14744,
2907,17-Dec-17,Zondag,"16,706",1143384.0,249380.0,"90,993","39,359","37,708","13,926",12378.21,20662,
2908,18-Dec-17,Maandag,"20,526",34044.0,8609.0,"96,748","50,452","34,808","11,488",16109.52,26196,
2909,19-Dec-17,Dinsdag,"20,228",17932.0,5458.0,"96,021","48,890","35,859","11,272",16558.54,26987,
2910,20-Dec-17,Woensdag,"21,279",46791.0,13871.0,"100,014","50,026","38,294","11,694",14611.33,27068,
2911,21-Dec-17,Donderdag,"23,218",1304875.0,275640.0,"107,642","50,994","44,520","12,128",12423.56,22868,
2912,22-Dec-17,Vrijdag,"15,042",19776.0,6324.0,"83,587","40,362","33,994","9,231",9107.29,18943,
2913,23-Dec-17,Zaterdag,"5,349",18943.0,6164.0,"48,159","18,747","22,941","6,471",3292.29,7534,
2914,24-Dec-17,Zondag,"3,807",34821.0,10604.0,"40,032","15,068","19,628","5,336",3210.61,6469,
2915,25-Dec-17,Maandag,"2,617",19679.0,5283.0,"25,599","8,862","13,495","3,242",2101.03,4332,
2916,26-Dec-17,Dinsdag,"4,402",16186.0,4485.0,"27,122","11,544","11,717","3,861",2135.59,5110,
2917,27-Dec-17,Woensdag,"10,471",1247160.0,282134.0,"54,851","23,945","23,726","7,180",3898.31,10067,
2918,28-Dec-17,Donderdag,"10,761",23174.0,6775.0,"45,950","21,008","18,768","6,174",4014.68,9925,
2919,29-Dec-17,Vrijdag,"9,640",21346.0,6506.0,"44,355","19,692","18,672","5,991",3596.39,8992,
2920,30-Dec-17,Zaterdag,"4,886",20375.0,6443.0,"39,366","14,177","19,582","5,607",2572.04,6323,
2921,31-Dec-17,Zondag,"3,356",30740.0,8808.0,"70,679","17,881","43,812","8,986",1548.77,5290,
2922,1-Jan-18,Maandag,"4,772",17811.0,4936.0,"41,641","13,986","22,403","5,252",1852.32,5394,
2923,2-Jan-18,Dinsdag,"11,139",1235281.0,285397.0,"52,965","24,869","22,063","6,033",4574.02,10513,
2924,3-Jan-18,Woensdag,"10,880",16022.0,4420.0,"44,864","22,777","17,045","5,042",4899.01,11431,
2925,4-Jan-18,Donderdag,"10,351",26142.0,8008.0,"45,725","23,376","17,312","5,037",4425.01,10687,
2926,5-Jan-18,Vrijdag,"9,347",23132.0,7594.0,"37,825","18,458","15,031","4,336",4056.74,9642,
2927,6-Jan-18,Zaterdag,"4,729",21129.0,6858.0,"32,904","14,779","13,945","4,180",3030.45,6835,
2928,7-Jan-18,Zondag,"7,296",29538.0,8851.0,"32,932","14,773","13,762","4,397",3230.12,8562,
2929,8-Jan-18,Maandag,"16,814",1198976.0,324588.0,"63,086","31,004","24,650","7,432",4769.08,11693,
2930,9-Jan-18,Dinsdag,"12,907",19612.0,6295.0,"46,263","23,549","17,337","5,377",4751.09,11292,
2931,10-Jan-18,Woensdag,"13,003",22866.0,7262.0,"44,865","22,458","17,222","5,185",4931.71,11618,
2932,11-Jan-18,Donderdag,"11,701",24329.0,7716.0,"40,609","19,601","16,261","4,747",5040.89,11705,
2933,12-Jan-18,Vrijdag,"14,624",1179106.0,275994.0,"47,742","21,269","20,387","6,086",4254.34,10487,
2934,13-Jan-18,Zaterdag,"6,576",21875.0,7099.0,"29,016","11,616","13,235","4,165",2905.05,7437,
2935,14-Jan-18,Zondag,"10,251",31796.0,9839.0,"32,705","13,979","14,010","4,716",2950.85,9355,
2936,15-Jan-18,Maandag,"12,454",1198520.0,286376.0,"55,227","24,653","24,390","6,184",4716.77,12890,
2937,16-Jan-18,Dinsdag,"10,744",19305.0,6447.0,"44,038","21,709","17,388","4,941",4449.4,11806,
2938,17-Jan-18,Woensdag,"11,087",19611.0,6305.0,"40,962","19,701","16,501","4,760",4701.06,12488,
2939,18-Jan-18,Donderdag,"9,991",21057.0,6629.0,"36,387","17,464","14,797","4,126",4098.98,11315,
2940,19-Jan-18,Vrijdag,"9,790",24296.0,7956.0,"34,948","15,892","14,784","4,272",4504.68,11345,
2941,20-Jan-18,Zaterdag,"4,868",22156.0,7332.0,"26,399","9,642","13,075","3,682",4071.76,8954,
2942,21-Jan-18,Zondag,"7,370",22587.0,7062.0,"30,589","12,081","14,104","4,404",5193.68,11487,
2943,22-Jan-18,Maandag,"13,684",1196783.0,259715.0,"59,744","25,954","27,278","6,512",7159.85,15298,
2944,23-Jan-18,Dinsdag,"12,199",20466.0,6654.0,"58,313","30,019","22,234","6,060",6643.01,15132,
2945,24-Jan-18,Woensdag,"12,366",22425.0,7039.0,"54,091","26,714","21,596","5,781",6590.76,15160,
2946,25-Jan-18,Donderdag,"11,254",22198.0,6754.0,"45,996","22,038","18,917","5,041",5205.63,13523,
2947,26-Jan-18,Vrijdag,"10,604",25797.0,8381.0,"49,980","24,038","20,279","5,663",4081.86,11670,
2948,27-Jan-18,Zaterdag,"5,244",22765.0,7456.0,"32,645","13,664","14,963","4,018",2884.66,8011,
2949,28-Jan-18,Zondag,"7,811",24085.0,7986.0,"35,685","14,571","16,573","4,541",3825.72,11195,
2950,29-Jan-18,Maandag,"15,291",1203023.0,324390.0,"72,640","32,500","32,547","7,593",6066.6,16863,
2951,30-Jan-18,Dinsdag,"13,826",20629.0,6393.0,"61,638","30,111","25,168","6,359",6176.46,16138,
2952,31-Jan-18,Woensdag,"14,905",39222.0,11695.0,"57,010","26,506","24,255","6,249",7292.24,18167,
2953,1-Feb-18,Donderdag,"16,333",1184971.0,293688.0,"75,713","32,386","35,298","8,029",6307.51,16482,
2954,2-Feb-18,Vrijdag,"13,565",24915.0,8020.0,"56,196","25,021","24,653","6,522",5908.56,15246,
2955,3-Feb-18,Zaterdag,"7,131",24137.0,8041.0,"37,982","13,946","19,143","4,893",4110.86,10781,
2956,4-Feb-18,Zondag,"10,278",24095.0,7957.0,"46,186","18,569","21,910","5,707",4991.67,14053,
2957,5-Feb-18,Maandag,"17,266",1201351.0,292698.0,"86,296","39,270","38,609","8,417",7232.29,20160,
2958,6-Feb-18,Dinsdag,"15,845",23532.0,7829.0,"68,539","30,202","31,722","6,615",7423.68,20073,
2959,7-Feb-18,Woensdag,"16,446",32173.0,10672.0,"96,888","47,182","40,016","9,690",8422.83,22157,
2960,8-Feb-18,Donderdag,"17,881",1177880.0,266835.0,"112,343","54,161","47,706","10,476",7841.71,21436,
2961,9-Feb-18,Vrijdag,"17,111",27606.0,9449.0,"90,456","42,946","38,072","9,438",8080.47,21213,
2962,10-Feb-18,Zaterdag,"10,908",25557.0,8722.0,"62,689","25,074","30,708","6,907",7555.82,17880,
2963,11-Feb-18,Zondag,"20,076",1173187.0,246864.0,"86,734","29,793","47,843","9,098",11061.51,26201,
2964,12-Feb-18,Maandag,"38,802",1180788.0,262398.0,"135,272","53,564","70,521","11,187",21665.22,47823,
2965,13-Feb-18,Dinsdag,"46,891",23853.0,8343.0,"156,867","57,090","88,504","11,273",33077.69,59153,
2966,14-Feb-18,Woensdag,"15,442",327204.0,179723.0,"117,866","37,431","72,162","8,273",11905.78,26913,
2967,15-Feb-18,Donderdag,"12,279",64977.0,23828.0,"56,550","22,596","28,615","5,339",5294.67,15674,
2968,16-Feb-18,Vrijdag,"11,211",27494.0,9505.0,"46,889","19,907","22,042","4,940",5336.91,13653,
2969,17-Feb-18,Zaterdag,"5,413",20409.0,6923.0,"32,155","11,215","16,797","4,143",3633.02,9549,
2970,18-Feb-18,Zondag,"8,341",136279.0,31121.0,"36,181","13,714","17,587","4,880",4264.49,11209,
2971,19-Feb-18,Maandag,"14,229",1080517.0,244507.0,"75,531","36,485","31,130","7,916",6486.99,15922,
2972,20-Feb-18,Dinsdag,"13,554",23731.0,8196.0,"52,701","24,926","22,149","5,626",6037.32,15326,
2973,21-Feb-18,Woensdag,"13,169",28653.0,9443.0,"47,546","22,319","19,979","5,248",5917.72,14332,
2974,22-Feb-18,Donderdag,"12,231",24223.0,7613.0,"45,678","21,620","19,168","4,890",5219.47,13098,
2975,23-Feb-18,Vrijdag,"11,569",26434.0,8790.0,"40,555","18,546","17,428","4,581",4632.75,11947,
2976,24-Feb-18,Zaterdag,"5,671",25770.0,8592.0,"28,180","10,226","14,308","3,646",3130.71,8022,
2977,25-Feb-18,Zondag,"8,602",26290.0,8575.0,"32,420","12,863","15,049","4,508",3597.59,9936,
2978,26-Feb-18,Maandag,"17,839",1201065.0,296225.0,"58,145","26,621","24,828","6,696",5469.06,14338,
2979,27-Feb-18,Dinsdag,"15,791",33160.0,10426.0,"59,461","29,916","23,099","6,446",5365.91,14270,
2980,28-Feb-18,Woensdag,"16,638",27479.0,8858.0,"64,139","31,988","25,021","7,130",5335.71,14116,
2981,1-Mar-18,Donderdag,"13,079",25152.0,8001.0,"50,425","25,006","20,030","5,389",5028.68,13054,
2982,2-Mar-18,Vrijdag,"14,992",1207177.0,276157.0,"54,125","24,914","22,842","6,369",4473.61,12094,
2983,3-Mar-18,Zaterdag,"7,181",25285.0,8671.0,"36,144","14,617","16,683","4,844",3239.89,8630,
2984,4-Mar-18,Zondag,"11,445",26659.0,9070.0,"38,142","16,121","16,724","5,297",3956.13,11125,
2985,5-Mar-18,Maandag,"13,036",26697.0,8304.0,"45,176","21,787","18,496","4,893",6226.88,14377,
2986,6-Mar-18,Dinsdag,"14,127",1210436.0,280208.0,"71,703","33,767","30,741","7,195",6887.49,15354,
2987,7-Mar-18,Woensdag,"13,603",51922.0,16264.0,"50,394","23,366","21,518","5,510",6384.41,15369,
2988,8-Mar-18,Donderdag,"13,136",18493.0,5743.0,"57,137","28,819","22,465","5,853",6051.13,14588,
2989,9-Mar-18,Vrijdag,"11,346",26585.0,9285.0,"45,881","21,445","19,219","5,217",4713.1,12071,
2990,10-Mar-18,Zaterdag,"5,118",25915.0,8575.0,"30,276","11,626","14,743","3,907",3232.01,7921,
2991,11-Mar-18,Zondag,"8,165",25176.0,8464.0,"34,014","14,213","15,345","4,456",4030.2,10470,
2992,12-Mar-18,Maandag,"16,794",1197161.0,266579.0,"59,588","28,514","24,620","6,454",6107.66,14421,
2993,13-Mar-18,Dinsdag,"13,738",23870.0,7388.0,"50,889","25,344","20,118","5,427",6398.33,15176,
2994,14-Mar-18,Woensdag,"12,959",27903.0,8273.0,"46,191","21,975","19,045","5,171",5908.47,14127,
2995,15-Mar-18,Donderdag,"12,748",25695.0,7455.0,"44,484","20,544","18,972","4,968",5709.63,14038,
2996,16-Mar-18,Vrijdag,"15,572",1187379.0,261406.0,"60,855","27,410","26,099","7,346",5176.01,14008,
2997,17-Mar-18,Zaterdag,"7,080",26602.0,8238.0,"42,303","17,775","18,810","5,718",3995.71,10002,
2998,18-Mar-18,Zondag,"10,460",27576.0,8392.0,"48,955","22,480","20,134","6,341",4380.26,12723,
2999,19-Mar-18,Maandag,"14,805",1212006.0,277385.0,"87,635","42,792","35,635","9,208",6489.75,15970,
3000,20-Mar-18,Dinsdag,"13,649",32030.0,10182.0,"73,862","37,343","28,924","7,595",6576.94,16029,
3001,21-Mar-18,Woensdag,"12,559",25046.0,7293.0,"56,540","28,120","22,492","5,928",6027.07,14752,
3002,22-Mar-18,Donderdag,"12,054",24246.0,7150.0,"47,736","22,520","20,134","5,082",5703.0,14350,
3003,23-Mar-18,Vrijdag,"12,005",26211.0,8262.0,"52,769","25,731","21,247","5,791",5392.39,13638,
3004,24-Mar-18,Zaterdag,"5,533",22134.0,6782.0,"32,395","12,534","15,758","4,103",3770.03,9029,
3005,25-Mar-18,Zondag,"8,175",25260.0,7804.0,"33,687","13,437","15,812","4,438",4371.92,10811,
3006,26-Mar-18,Maandag,"16,431",1227639.0,257237.0,"67,658","30,735","29,659","7,264",7022.06,16282,
3007,27-Mar-18,Dinsdag,"13,588",27921.0,8864.0,"51,488","24,280","21,716","5,492",6930.1,16563,
3008,28-Mar-18,Woensdag,"15,037",1196525.0,221765.0,"61,472","26,625","27,798","7,049",5443.11,15141,
3009,29-Mar-18,Donderdag,"12,736",21999.0,6185.0,"46,957","21,762","20,082","5,113",5091.47,13781,
3010,30-Mar-18,Vrijdag,"11,410",29285.0,8903.0,"43,157","17,492","20,922","4,743",4383.14,12313,
3011,31-Mar-18,Zaterdag,"3,982",24344.0,7235.0,"25,665","8,626","13,705","3,334",1562.49,5784,
3012,1-Apr-18,Zondag,"4,519",25042.0,7674.0,"23,456","8,419","11,929","3,108",1776.6,5714,
3013,2-Apr-18,Maandag,"8,660",26768.0,8402.0,"30,986","12,353","14,463","4,170",3570.87,10131,
3014,3-Apr-18,Dinsdag,"13,609",1228612.0,232262.0,"59,531","26,411","26,655","6,465",5409.18,13963,
3015,4-Apr-18,Woensdag,"13,143",18447.0,5108.0,"53,639","26,489","21,616","5,534",5454.29,13909,
3016,5-Apr-18,Donderdag,"12,231",21238.0,5715.0,"44,346","21,177","18,526","4,643",5125.87,13065,
3017,6-Apr-18,Vrijdag,"10,410",26221.0,7862.0,"37,912","17,831","16,024","4,057",3940.87,10564,
3018,7-Apr-18,Zaterdag,"4,009",25763.0,7619.0,"22,341","7,732","11,876","2,733",2744.33,6342,
3019,8-Apr-18,Zondag,"6,866",24585.0,7349.0,"26,543","10,269","12,835","3,439",3054.72,8376,
3020,9-Apr-18,Maandag,"18,182",1226472.0,251694.0,"72,186","36,126","28,198","7,862",5397.87,13755,
3021,10-Apr-18,Dinsdag,"13,943",52173.0,15211.0,"56,833","29,384","21,627","5,822",5120.14,13009,
3022,11-Apr-18,Woensdag,"13,694",18794.0,5394.0,"56,385","28,738","21,658","5,989",5344.77,13355,
3023,12-Apr-18,Donderdag,"12,653",20768.0,6040.0,"45,647","22,203","18,476","4,968",4790.26,12424,
3024,13-Apr-18,Vrijdag,"15,182",1228940.0,272484.0,"51,356","22,765","22,612","5,979",4299.87,11290,
3025,14-Apr-18,Zaterdag,"6,010",24280.0,7388.0,"29,069","10,792","14,378","3,899",3055.27,7599,
3026,15-Apr-18,Zondag,"10,479",23898.0,7277.0,"34,341","14,296","15,333","4,712",3906.83,10405,
3027,16-Apr-18,Maandag,"12,410",1206751.0,231031.0,"59,807","28,739","24,648","6,420",5591.87,13516,
3028,17-Apr-18,Dinsdag,"11,068",49259.0,13009.0,"42,939","21,211","17,347","4,381",5069.21,12135,
3029,18-Apr-18,Woensdag,"10,441",18339.0,4917.0,"42,697","20,885","17,536","4,276",5510.36,12420,
3030,19-Apr-18,Donderdag,"9,748",20633.0,5568.0,"44,382","22,503","17,839","4,040",5634.94,12883,
3031,20-Apr-18,Vrijdag,"9,279",27347.0,7992.0,"32,398","14,556","14,344","3,498",4146.91,9609,
3032,21-Apr-18,Zaterdag,"4,257",24894.0,7343.0,"22,861","8,262","11,690","2,909",3125.09,6522,
3033,22-Apr-18,Zondag,"7,270",21296.0,5944.0,"27,548","10,794","13,079","3,675",3925.11,9084,
3034,23-Apr-18,Maandag,"26,138",1225276.0,276420.0,"72,661","34,240","29,888","8,533",6824.5,15212,
3035,24-Apr-18,Dinsdag,"12,526",26576.0,8128.0,"59,168","28,194","24,790","6,184",6950.67,14845,
3036,25-Apr-18,Woensdag,"13,131",1218599.0,259728.0,"58,548","26,852","25,493","6,203",7181.64,15245,
3037,26-Apr-18,Donderdag,"9,401",20478.0,5458.0,"38,142","17,510","16,503","4,129",5297.72,11027,
3038,27-Apr-18,Vrijdag,"5,214",30505.0,9395.0,"24,798","9,572","11,846","3,380",3710.17,7602,
3039,28-Apr-18,Zaterdag,"5,182",24843.0,7347.0,"27,067","9,666","13,759","3,642",4182.96,8648,
3040,29-Apr-18,Zondag,"8,214",25572.0,7877.0,"33,345","12,471","16,370","4,504",4974.28,11579,
3041,30-Apr-18,Maandag,"14,690",1200772.0,218337.0,"58,016","24,021","27,752","6,243",7201.53,16110,
3042,1-May-18,Dinsdag,"12,553",26843.0,8303.0,"55,188","26,031","23,373","5,784",7280.27,15160,
3043,2-May-18,Woensdag,"11,291",17566.0,4717.0,"51,068","23,890","22,021","5,157",6797.9,14416,
3044,3-May-18,Donderdag,"12,867",1892262.0,313982.0,"58,899","25,720","27,197","5,982",6016.82,12927,
3045,4-May-18,Vrijdag,"9,906",29380.0,8602.0,"43,889","19,721","19,611","4,557",4989.98,11358,
3046,5-May-18,Zaterdag,"4,796",24502.0,6695.0,"29,143","10,495","15,316","3,332",3780.41,7898,
3047,6-May-18,Zondag,"7,489",24311.0,6546.0,"31,480","11,322","16,344","3,814",4347.02,10136,
3048,7-May-18,Maandag,"16,107",1201856.0,223651.0,"92,223","43,314","40,055","8,854",8902.82,17686,
3049,8-May-18,Dinsdag,"15,473",23107.0,5737.0,"79,726","39,121","33,310","7,295",10103.25,19839,
3050,9-May-18,Woensdag,"17,040",1554325.0,220086.0,"90,653","40,079","42,377","8,197",12459.12,21659,
3051,10-May-18,Donderdag,"18,966",19921.0,5030.0,"101,134","43,917","46,830","10,387",16682.35,25691,
3052,11-May-18,Vrijdag,"24,977",1180091.0,192378.0,"103,540","39,878","54,799","8,863",21136.33,32838,
3053,12-May-18,Zaterdag,"19,162",1158869.0,205577.0,"96,024","23,950","64,333","7,741",24469.39,33205,
3054,13-May-18,Zondag,"10,331",172561.0,99396.0,"67,983","18,518","42,997","6,468",11023.34,17757,
3055,14-May-18,Maandag,"12,421",37829.0,11224.0,"48,709","22,831","21,280","4,598",6823.99,14219,
3056,15-May-18,Dinsdag,"11,440",41718.0,14320.0,"44,690","20,452","19,732","4,506",6242.89,13439,
3057,16-May-18,Woensdag,"13,505",1221223.0,290110.0,"56,003","24,593","25,204","6,206",6924.66,14684,
3058,17-May-18,Donderdag,"11,451",18845.0,5991.0,"43,656","19,911","19,034","4,711",6516.4,13647,
3059,18-May-18,Vrijdag,"10,144",20307.0,6462.0,"38,483","16,775","17,359","4,349",5664.97,11932,
3060,19-May-18,Zaterdag,"3,925",18420.0,5800.0,"26,700","9,997","13,300","3,403",1944.35,6434,
3061,20-May-18,Zondag,"4,219",19766.0,6061.0,"19,757","7,087","10,033","2,637",2057.17,6005,
3062,21-May-18,Maandag,"8,006",21508.0,6832.0,"26,353","10,415","12,544","3,394",2560.08,8370,
3063,22-May-18,Dinsdag,"16,191",1222728.0,281890.0,"56,865","26,279","24,366","6,220",5673.97,13703,
3064,23-May-18,Woensdag,"14,390",17476.0,5705.0,"48,191","22,030","20,858","5,303",6927.47,14567,
3065,24-May-18,Donderdag,"13,123",15633.0,4815.0,"58,452","28,423","24,152","5,877",6773.11,14253,
3066,25-May-18,Vrijdag,"14,122",1205367.0,276957.0,"51,221","21,647","23,807","5,767",5603.1,11813,
3067,26-May-18,Zaterdag,"5,590",23961.0,7571.0,"28,493","9,867","14,950","3,676",3573.23,7447,
3068,27-May-18,Zondag,"9,213",21777.0,7250.0,"31,982","12,584","15,246","4,152",4495.71,10083,
3069,28-May-18,Maandag,"14,423",1220436.0,369195.0,"71,207","31,379","32,284","7,544",7521.26,14314,
3070,29-May-18,Dinsdag,"12,970",18085.0,6592.0,"64,164","32,903","24,771","6,490",7364.73,14110,
3071,30-May-18,Woensdag,"13,063",10263.0,3192.0,"57,311","27,760","23,476","6,075",7827.26,14662,
3072,31-May-18,Donderdag,"13,094",9408.0,2457.0,"68,261","34,816","26,438","7,007",7134.92,14712,
3073,1-Jun-18,Vrijdag,"11,808",13397.0,3612.0,"59,145","28,170","24,733","6,242",6907.08,13910,
3074,2-Jun-18,Zaterdag,"5,616",14406.0,3780.0,"34,955","13,258","17,452","4,245",5057.28,10104,
3075,3-Jun-18,Zondag,"7,961",14727.0,4116.0,"33,745","13,398","16,348","3,999",5417.1,11064,
3076,4-Jun-18,Maandag,"22,918",916806.0,174510.0,"72,656","34,495","30,391","7,770",8695.58,16752,
3077,5-Jun-18,Dinsdag,"12,094",9749.0,2329.0,"51,247","23,962","22,306","4,979",8230.84,15768,
3078,6-Jun-18,Woensdag,"11,800",15826.0,4024.0,"44,866","19,776","20,577","4,513",7404.89,14712,
3079,7-Jun-18,Donderdag,"14,403",1208733.0,232152.0,"61,026","25,053","29,730","6,243",6974.67,14466,
3080,8-Jun-18,Vrijdag,"10,888",20755.0,5813.0,"45,155","19,263","20,970","4,922",6735.04,13851,
3081,9-Jun-18,Zaterdag,"4,054",15106.0,4085.0,"20,975","7,375","11,154","2,446",3185.64,7057,
3082,10-Jun-18,Zondag,"8,666",20685.0,5699.0,"35,224","13,048","18,010","4,166",4779.91,11274,
3083,11-Jun-18,Maandag,"4,250",1196697.0,213691.0,"34,273","15,811","15,537","2,925",3037.25,6041,
3084,12-Jun-18,Dinsdag,5,4916.0,1520.0,592,107,392,93,1145.23,1025,
