,Date,Weekday,Voucher Total,Emails geaccepteerd,Emails unieke opens,TrafficTotal,Traffic split desktop,Traffic split mobile,Traffic split tablet,Som van Kosten,Som van Klikken,Ordered=Send
342,9-Dec-10,Donderdag,"5,431",,,43368,,,,2078.1,6256,6757.0
343,10-Dec-10,Vrijdag,"4,867",,,38335,,,,1792.07,5377,8858.0
344,11-Dec-10,Zaterdag,"3,369",,,25685,,,,1743.28,4608,
345,12-Dec-10,Zondag,"5,808",,,34997,,,,1962.85,5635,10886.0
346,13-Dec-10,Maandag,"7,702",,,45055,,,,2377.21,6280,12523.0
347,14-Dec-10,Dinsdag,"7,031",,,36977,,,,2583.14,5313,11975.0
348,15-Dec-10,Woensdag,"7,043",,,33231,,,,3224.35,5715,14078.0
349,16-Dec-10,Donderdag,"7,473",,,34232,,,,3360.51,6504,14814.0
350,17-Dec-10,Vrijdag,"6,911",,,33209,,,,3059.71,5673,17856.0
351,18-Dec-10,Zaterdag,"5,159",,,27542,,,,2942.35,5274,
352,19-Dec-10,Zondag,"9,614",,,40672,,,,3300.88,6518,25256.0
353,20-Dec-10,Maandag,"10,397",,,39218,,,,3659.56,7595,23361.0
354,21-Dec-10,Dinsdag,"9,297",,,35643,,,,3387.06,7119,20453.0
355,22-Dec-10,Woensdag,"9,789",,,39765,,,,2817.34,6856,20008.0
356,23-Dec-10,Donderdag,"5,976",,,29714,,,,2409.63,5502,13907.0
357,24-Dec-10,Vrijdag,"2,684",,,19989,,,,2370.59,4705,5807.0
358,25-Dec-10,Zaterdag,"1,284",,,10671,,,,1686.29,2992,
359,26-Dec-10,Zondag,"2,076",,,10726,,,,1744.03,2763,1.0
360,27-Dec-10,Maandag,"5,686",,,20636,,,,2108.84,3945,6349.0
361,28-Dec-10,Dinsdag,"6,420",,,20671,,,,1869.29,3797,7614.0
362,29-Dec-10,Woensdag,"5,417",,,16115,,,,1864.6,3526,8389.0
363,30-Dec-10,Donderdag,"4,427",,,13905,,,,1523.62,3026,6849.0
364,31-Dec-10,Vrijdag,"2,111",,,9867,,,,1254.66,2423,3223.0
365,1-Jan-11,Zaterdag,"2,354",,,7996,,,,443.69,725,
366,2-Jan-11,Zondag,"4,876",,,12546,,,,1661.58,3032,4418.0
367,3-Jan-11,Maandag,"6,028",,,14334,,,,1687.95,3132,4933.0
368,4-Jan-11,Dinsdag,"5,495",,,13537,,,,1470.75,3423,4720.0
369,5-Jan-11,Woensdag,"5,322",,,12909,,,,1440.82,3217,4329.0
370,6-Jan-11,Donderdag,"5,020",,,12534,,,,1344.08,3111,5323.0
371,7-Jan-11,Vrijdag,"4,534",,,11435,,,,1307.69,2830,4603.0
372,8-Jan-11,Zaterdag,"2,668",,,8810,,,,1195.43,2447,
373,9-Jan-11,Zondag,"4,221",,,11124,,,,1394.52,2950,3137.0
374,10-Jan-11,Maandag,"6,114",,,14789,,,,1402.6,3343,4643.0
375,11-Jan-11,Dinsdag,"5,647",,,14681,,,,1352.63,3258,4487.0
376,12-Jan-11,Woensdag,"5,494",,,15407,,,,1348.93,3344,4382.0
377,13-Jan-11,Donderdag,"4,780",,,12783,,,,1248.14,3018,4075.0
378,14-Jan-11,Vrijdag,"4,534",,,11909,,,,1180.09,2886,4809.0
379,15-Jan-11,Zaterdag,"2,600",,,8728,,,,1014.81,2072,
380,16-Jan-11,Zondag,"4,045",,,11093,,,,1119.36,2408,3120.0
381,17-Jan-11,Maandag,"5,710",,,13597,,,,1321.92,3095,4261.0
382,18-Jan-11,Dinsdag,"5,271",,,13020,,,,1344.13,3162,4272.0
383,19-Jan-11,Woensdag,"5,020",,,11996,,,,1301.14,3269,3889.0
384,20-Jan-11,Donderdag,"5,169",,,12923,,,,1233.92,3045,4085.0
385,21-Jan-11,Vrijdag,"4,839",,,12201,,,,1146.74,2796,4975.0
386,22-Jan-11,Zaterdag,"2,743",,,9049,,,,1064.4,2346,
387,23-Jan-11,Zondag,"4,565",,,11940,,,,1243.29,3031,3430.0
388,24-Jan-11,Maandag,"7,266",,,22313,,,,1443.7,3682,4551.0
389,25-Jan-11,Dinsdag,"6,342",,,18129,,,,1349.58,3378,4761.0
390,26-Jan-11,Woensdag,"5,985",,,15784,,,,1368.17,3446,4146.0
391,27-Jan-11,Donderdag,"5,336",,,13323,,,,1294.6,3214,4252.0
392,28-Jan-11,Vrijdag,"4,772",,,12131,,,,1164.3,2929,4461.0
393,29-Jan-11,Zaterdag,"3,011",,,9362,,,,1062.94,2407,
394,30-Jan-11,Zondag,"5,096",,,12859,,,,1214.67,3048,2989.0
395,31-Jan-11,Maandag,"9,623",,,24123,,,,1525.03,4429,5468.0
396,1-Feb-11,Dinsdag,"9,326",,,26827,,,,1781.71,5253,4927.0
397,2-Feb-11,Woensdag,"7,482",,,22323,,,,1805.76,5682,4049.0
398,3-Feb-11,Donderdag,"7,978",,,26296,,,,1712.54,4859,4556.0
399,4-Feb-11,Vrijdag,"8,234",,,29447,,,,1572.36,4300,5821.0
400,5-Feb-11,Zaterdag,"4,340",,,19718,,,,1491.06,3865,
401,6-Feb-11,Zondag,"6,540",,,23590,,,,1680.29,4875,3349.0
402,7-Feb-11,Maandag,"10,823",,,48912,,,,2141.28,6636,5055.0
403,8-Feb-11,Dinsdag,"11,734",,,40717,,,,2041.39,5870,4857.0
404,9-Feb-11,Woensdag,"13,717",,,40680,,,,2083.52,5711,5498.0
405,10-Feb-11,Donderdag,"18,267",,,49764,,,,2084.34,5680,6793.0
406,11-Feb-11,Vrijdag,"22,366",,,62216,,,,2025.67,5935,12599.0
407,12-Feb-11,Zaterdag,"21,002",,,50312,,,,1945.74,5825,
408,13-Feb-11,Zondag,"19,168",,,53935,,,,2070.8,5697,18243.0
409,14-Feb-11,Maandag,"10,627",,,45973,,,,2029.32,9316,7254.0
410,15-Feb-11,Dinsdag,"8,039",,,19428,,,,1399.17,4456,5432.0
411,16-Feb-11,Woensdag,"8,203",,,17392,,,,1274.02,4125,5002.0
412,17-Feb-11,Donderdag,"7,447",,,15863,,,,1182.0,3652,5150.0
413,18-Feb-11,Vrijdag,"6,798",,,14188,,,,1505.54,3590,5638.0
414,19-Feb-11,Zaterdag,"4,249",,,10459,,,,1256.45,2828,
415,20-Feb-11,Zondag,"6,286",,,13338,,,,1552.42,3511,3808.0
416,21-Feb-11,Maandag,"9,575",,,22562,,,,1705.13,4102,4927.0
417,22-Feb-11,Dinsdag,"12,528",,,27340,,,,1520.74,3455,7668.0
418,23-Feb-11,Woensdag,"9,586",,,19996,,,,1642.59,3772,5813.0
419,24-Feb-11,Donderdag,"8,251",,,17534,,,,1584.98,3667,5333.0
420,25-Feb-11,Vrijdag,"6,856",,,14999,,,,1475.48,3352,5908.0
421,26-Feb-11,Zaterdag,"4,626",,,11391,,,,1283.4,2699,
422,27-Feb-11,Zondag,"8,183",,,16283,,,,1621.1,3657,4927.0
423,28-Feb-11,Maandag,"10,111",,,18933,,,,1755.83,4098,5729.0
424,1-Mar-11,Dinsdag,"6,426",,,15331,,,,1624.04,3746,4610.0
425,2-Mar-11,Woensdag,"6,176",,,14562,,,,1552.12,3507,4907.0
426,3-Mar-11,Donderdag,"5,769",,,13261,,,,1486.7,3288,4351.0
427,4-Mar-11,Vrijdag,"4,939",,,11723,,,,1339.9,2934,5415.0
428,5-Mar-11,Zaterdag,"2,737",,,8260,,,,1093.8,2264,
429,6-Mar-11,Zondag,"4,340",,,10760,,,,1389.23,2842,2866.0
430,7-Mar-11,Maandag,"5,829",,,13949,,,,1544.01,3410,4462.0
431,8-Mar-11,Dinsdag,"5,720",,,14950,,,,1588.07,3394,3965.0
432,9-Mar-11,Woensdag,"6,162",,,15628,,,,1564.88,3401,4637.0
433,10-Mar-11,Donderdag,"5,473",,,13118,,,,1520.64,3417,4185.0
434,11-Mar-11,Vrijdag,"4,741",,,11531,,,,1321.21,2902,5023.0
435,12-Mar-11,Zaterdag,"2,601",,,8453,,,,1132.04,2248,
436,13-Mar-11,Zondag,"4,857",,,12537,,,,1576.6,3528,3675.0
437,14-Mar-11,Maandag,"7,960",,,19740,,,,1703.72,3914,4827.0
438,15-Mar-11,Dinsdag,"7,590",,,18077,,,,1645.71,3808,4491.0
439,16-Mar-11,Woensdag,"7,143",,,17536,,,,1605.6,3591,4976.0
440,17-Mar-11,Donderdag,"6,567",,,16212,,,,1586.46,3444,4769.0
441,18-Mar-11,Vrijdag,"5,791",,,14549,,,,1493.01,3368,5818.0
442,19-Mar-11,Zaterdag,"2,877",,,8832,,,,1009.01,2205,
443,20-Mar-11,Zondag,"5,107",,,12498,,,,1470.81,3178,3102.0
444,21-Mar-11,Maandag,"7,536",,,17610,,,,1667.51,3706,5059.0
445,22-Mar-11,Dinsdag,"7,949",,,20534,,,,1641.46,3505,5781.0
446,23-Mar-11,Woensdag,"7,361",,,17488,,,,1585.67,3468,5585.0
447,24-Mar-11,Donderdag,"6,152",,,14689,,,,1476.8,3235,4724.0
448,25-Mar-11,Vrijdag,"5,704",,,13953,,,,1348.71,2945,5601.0
449,26-Mar-11,Zaterdag,"3,481",,,10660,,,,1163.06,2589,
450,27-Mar-11,Zondag,"4,775",,,12002,,,,1288.04,2666,2979.0
451,28-Mar-11,Maandag,"10,650",,,25231,,,,1800.58,3870,7387.0
452,29-Mar-11,Dinsdag,"10,032",,,21880,,,,1674.46,3733,6466.0
453,30-Mar-11,Woensdag,"9,842",,,21055,,,,1778.54,3849,6871.0
454,31-Mar-11,Donderdag,"9,076",,,19067,,,,1728.1,3885,7508.0
455,1-Apr-11,Vrijdag,"5,370",,,14313,,,,1754.89,4299,5785.0
456,2-Apr-11,Zaterdag,"2,225",,,7914,,,,1163.04,3236,
457,3-Apr-11,Zondag,"5,182",,,13815,,,,1783.17,4665,4020.0
458,4-Apr-11,Maandag,"6,742",,,15937,,,,1811.04,4169,5156.0
459,5-Apr-11,Dinsdag,"7,441",,,18550,,,,1952.18,4236,5134.0
460,6-Apr-11,Woensdag,"6,246",,,15117,,,,1838.48,3991,4880.0
461,7-Apr-11,Donderdag,"5,564",,,13982,,,,1718.26,3726,4553.0
462,8-Apr-11,Vrijdag,"4,580",,,11005,,,,1344.92,2947,4473.0
463,9-Apr-11,Zaterdag,"2,348",,,7098,,,,1018.48,2079,
464,10-Apr-11,Zondag,"3,983",,,9743,,,,1369.96,2773,2366.0
465,11-Apr-11,Maandag,"6,729",,,17069,,,,1660.71,3680,4874.0
466,12-Apr-11,Dinsdag,"6,722",,,15728,,,,1741.46,4011,4675.0
467,13-Apr-11,Woensdag,"6,398",,,14708,,,,1654.02,3874,4991.0
468,14-Apr-11,Donderdag,"6,055",,,13889,,,,1556.96,3790,5224.0
469,15-Apr-11,Vrijdag,"5,126",,,11960,,,,1362.02,3692,5800.0
470,16-Apr-11,Zaterdag,"2,740",,,8907,,,,940.99,3004,
471,17-Apr-11,Zondag,"4,487",,,10951,,,,1168.72,3172,2716.0
472,18-Apr-11,Maandag,"6,789",,,22159,,,,1495.19,3219,4645.0
473,19-Apr-11,Dinsdag,"6,250",,,19669,,,,1487.21,3038,4499.0
474,20-Apr-11,Woensdag,"6,498",,,20079,,,,1449.86,3061,5107.0
475,21-Apr-11,Donderdag,"7,174",,,44506,,,,1280.26,2972,5895.0
476,22-Apr-11,Vrijdag,"5,014",,,19650,,,,1136.46,2618,5329.0
477,23-Apr-11,Zaterdag,"2,045",,,10612,,,,845.05,1784,
478,24-Apr-11,Zondag,"2,305",,,9846,,,,887.16,1953,
479,25-Apr-11,Maandag,"4,370",,,13365,,,,1288.35,2771,2681.0
480,26-Apr-11,Dinsdag,"8,212",,,20952,,,,1889.87,4252,4950.0
481,27-Apr-11,Woensdag,"8,922",,,21743,,,,2060.02,5032,5495.0
482,28-Apr-11,Donderdag,"8,633",,,25203,,,,1918.5,4483,6473.0
483,29-Apr-11,Vrijdag,"5,390",,,16268,,,,1482.13,3335,3953.0
484,30-Apr-11,Zaterdag,"3,479",,,10638,,,,1087.93,2469,
485,1-May-11,Zondag,"7,059",,,19004,,,,1809.32,3935,3685.0
486,2-May-11,Maandag,"9,651",,,27415,,,,1742.23,5792,5383.0
487,3-May-11,Dinsdag,"9,883",,,28896,,,,1845.5,5971,5461.0
488,4-May-11,Woensdag,"11,525",,,35590,,,,1818.22,5874,5969.0
489,5-May-11,Donderdag,"12,166",,,36425,,,,1805.91,5508,8043.0
490,6-May-11,Vrijdag,"11,274",,,34200,,,,1708.22,5020,14516.0
491,7-May-11,Zaterdag,"2,761",,,16652,,,,1518.94,3272,
492,8-May-11,Zondag,"4,075",,,13508,,,,1591.07,3674,2879.0
493,9-May-11,Maandag,"6,783",,,16511,,,,1481.19,4112,5143.0
494,10-May-11,Dinsdag,"6,240",,,14882,,,,1359.87,3749,4443.0
495,11-May-11,Woensdag,"6,164",,,14066,,,,1264.01,3487,4546.0
496,12-May-11,Donderdag,"8,219",,,20032,,,,1253.47,3446,5429.0
497,13-May-11,Vrijdag,"7,138",,,16893,,,,1096.83,2965,6536.0
498,14-May-11,Zaterdag,"3,714",,,10346,,,,929.77,2462,
499,15-May-11,Zondag,"6,274",,,14345,,,,1211.39,3248,4005.0
500,16-May-11,Maandag,"8,310",,,18026,,,,1422.83,4148,5995.0
501,17-May-11,Dinsdag,"7,497",,,16587,,,,1309.06,3935,5707.0
502,18-May-11,Woensdag,"7,272",,,15880,,,,1317.81,3841,5046.0
503,19-May-11,Donderdag,"6,440",,,14114,,,,1251.01,3599,5025.0
504,20-May-11,Vrijdag,"5,334",,,11848,,,,1073.98,2861,5424.0
505,21-May-11,Zaterdag,"2,319",,,6863,,,,761.42,1798,
506,22-May-11,Zondag,"5,725",,,12586,,,,1285.08,3220,4070.0
507,23-May-11,Maandag,"7,026",,,14972,,,,1395.36,3714,5083.0
508,24-May-11,Dinsdag,"8,778",,,21343,,,,1559.14,3903,5141.0
509,25-May-11,Woensdag,"7,849",,,17711,,,,1451.1,3299,5543.0
510,26-May-11,Donderdag,"7,300",,,15602,,,,1608.82,3621,5310.0
511,27-May-11,Vrijdag,"6,438",,,13183,,,,1410.99,3260,6719.0
512,28-May-11,Zaterdag,"3,574",,,8765,,,,1116.36,2466,
513,29-May-11,Zondag,"9,247",,,21263,,,,1506.9,3219,5365.0
514,30-May-11,Maandag,"8,870",,,17828,,,,1662.1,3588,5769.0
515,31-May-11,Dinsdag,"8,747",,,18424,,,,1828.25,3976,6313.0
516,1-Jun-11,Woensdag,"5,258",,,12149,,,,1527.08,3161,3774.0
517,2-Jun-11,Donderdag,"3,697",,,8341,,,,1121.79,2298,2.0
518,3-Jun-11,Vrijdag,"4,287",,,9037,,,,1239.03,2540,4279.0
519,4-Jun-11,Zaterdag,"2,483",,,6549,,,,911.46,1893,
520,5-Jun-11,Zondag,"5,475",,,12350,,,,1455.45,3159,3690.0
521,6-Jun-11,Maandag,"7,772",,,17625,,,,1722.26,3956,5860.0
522,7-Jun-11,Dinsdag,"6,685",,,14394,,,,1503.63,3512,4574.0
523,8-Jun-11,Woensdag,"6,788",,,13990,,,,1510.89,3635,5062.0
524,9-Jun-11,Donderdag,"6,192",,,12622,,,,1348.74,3285,5245.0
525,10-Jun-11,Vrijdag,"5,474",,,12476,,,,1385.39,3191,6010.0
526,11-Jun-11,Zaterdag,"2,941",,,8314,,,,1197.48,2387,
527,12-Jun-11,Zondag,"3,125",,,8122,,,,1222.4,2441,
528,13-Jun-11,Maandag,"5,861",,,13251,,,,1609.68,3533,3866.0
529,14-Jun-11,Dinsdag,"7,538",,,21291,,,,1766.99,4061,4169.0
530,15-Jun-11,Woensdag,"10,078",,,22320,,,,1929.73,4645,6342.0
531,16-Jun-11,Donderdag,"14,352",,,31196,,,,1871.25,4788,9896.0
532,17-Jun-11,Vrijdag,"9,792",,,19855,,,,1571.73,4116,10645.0
533,18-Jun-11,Zaterdag,"4,050",,,11874,,,,1332.09,2985,
534,19-Jun-11,Zondag,"6,085",,,15203,,,,1525.04,4072,4554.0
535,20-Jun-11,Maandag,"8,041",,,17610,,,,1694.47,4412,5728.0
536,21-Jun-11,Dinsdag,"7,812",,,17753,,,,1583.47,4398,5804.0
537,22-Jun-11,Woensdag,"7,843",,,17738,,,,1520.69,4143,5803.0
538,23-Jun-11,Donderdag,"7,356",,,15804,,,,1517.61,3938,5590.0
539,24-Jun-11,Vrijdag,"6,349",,,14155,,,,1433.18,3416,6513.0
540,25-Jun-11,Zaterdag,"3,774",,,10000,,,,1234.19,2698,
541,26-Jun-11,Zondag,"5,062",,,10989,,,,1305.47,2928,3075.0
542,27-Jun-11,Maandag,"6,883",,,13603,,,,1433.86,3354,5474.0
543,28-Jun-11,Dinsdag,"8,747",,,22961,,,,1512.53,3624,6223.0
544,29-Jun-11,Woensdag,"8,812",,,19804,,,,1584.09,3781,6252.0
545,30-Jun-11,Donderdag,"8,080",,,17211,,,,1530.93,3834,6483.0
546,1-Jul-11,Vrijdag,"7,313",,,15502,,,,1445.68,3376,7170.0
547,2-Jul-11,Zaterdag,"4,101",,,10857,,,,1232.35,2840,
548,3-Jul-11,Zondag,"6,345",,,14690,,,,1327.56,3119,3939.0
549,4-Jul-11,Maandag,"8,437",,,18240,,,,1548.47,3751,5984.0
550,5-Jul-11,Dinsdag,"7,580",,,16814,,,,1438.52,3580,5740.0
551,6-Jul-11,Woensdag,"8,205",,,18071,,,,1480.17,3976,6132.0
552,7-Jul-11,Donderdag,"9,134",,,22185,,,,1336.37,3592,6344.0
553,8-Jul-11,Vrijdag,"7,051",,,15590,,,,1195.99,3176,6211.0
554,9-Jul-11,Zaterdag,"3,997",,,10723,,,,1080.39,2538,
555,10-Jul-11,Zondag,"5,483",,,12048,,,,1084.48,2735,3910.0
556,11-Jul-11,Maandag,"7,097",,,15133,,,,1357.32,3549,4993.0
557,12-Jul-11,Dinsdag,"6,843",,,14735,,,,1286.71,3487,4678.0
558,13-Jul-11,Woensdag,"7,502",,,16653,,,,1425.53,3888,5893.0
559,14-Jul-11,Donderdag,"8,243",,,24598,,,,1500.65,4006,5722.0
560,15-Jul-11,Vrijdag,"6,308",,,15975,,,,1180.56,3126,6782.0
561,16-Jul-11,Zaterdag,"3,848",,,10573,,,,1080.39,2610,
562,17-Jul-11,Zondag,"5,913",,,13407,,,,1265.92,3337,4689.0
563,18-Jul-11,Maandag,"7,503",,,16172,,,,1478.78,4158,5646.0
564,19-Jul-11,Dinsdag,"6,596",,,13976,,,,1304.2,3812,4755.0
565,20-Jul-11,Woensdag,"6,915",,,14329,,,,1259.5,3636,5208.0
566,21-Jul-11,Donderdag,"6,520",,,13457,,,,1157.63,3416,5027.0
567,22-Jul-11,Vrijdag,"5,788",,,11800,,,,1103.44,3081,5337.0
568,23-Jul-11,Zaterdag,"3,540",,,8669,,,,947.1,2477,
569,24-Jul-11,Zondag,"5,597",,,12288,,,,1189.33,3238,4208.0
570,25-Jul-11,Maandag,"6,513",,,13794,,,,1246.32,3529,4880.0
571,26-Jul-11,Dinsdag,"8,615",,,19506,,,,1281.07,3550,5224.0
572,27-Jul-11,Woensdag,"8,928",,,19395,,,,1147.5,3019,5522.0
573,28-Jul-11,Donderdag,"7,615",,,15685,,,,1108.58,2932,4818.0
574,29-Jul-11,Vrijdag,"6,458",,,13272,,,,1049.7,2839,5803.0
575,30-Jul-11,Zaterdag,"7,172",,,15963,,,,905.6,2330,
576,31-Jul-11,Zondag,"7,086",,,13829,,,,988.09,2631,4153.0
577,1-Aug-11,Maandag,"6,027",,,12793,,,,1134.06,3022,4476.0
578,2-Aug-11,Dinsdag,"5,305",,,11467,,,,1037.11,2620,4242.0
579,3-Aug-11,Woensdag,"6,811",,,13995,,,,1165.68,3261,5179.0
580,4-Aug-11,Donderdag,"6,496",,,15189,,,,1006.44,2777,4476.0
581,5-Aug-11,Vrijdag,"5,527",,,12163,,,,953.27,2601,4990.0
582,6-Aug-11,Zaterdag,"3,411",,,8713,,,,892.56,2051,
583,7-Aug-11,Zondag,"5,282",,,12107,,,,1009.0,2720,3598.0
584,8-Aug-11,Maandag,"7,161",,,15971,,,,1182.66,3318,5833.0
585,9-Aug-11,Dinsdag,"7,131",,,17726,,,,1142.11,3217,5390.0
586,10-Aug-11,Woensdag,"6,320",,,14507,,,,1083.57,3020,4404.0
587,11-Aug-11,Donderdag,"6,360",,,14786,,,,1042.99,3010,4852.0
588,12-Aug-11,Vrijdag,"5,738",,,13242,,,,1015.33,2788,5010.0
589,13-Aug-11,Zaterdag,"3,643",,,9738,,,,910.23,2227,
590,14-Aug-11,Zondag,"6,116",,,14397,,,,1039.17,2831,4395.0
591,15-Aug-11,Maandag,"10,902",,,26045,,,,1078.45,3266,5947.0
592,16-Aug-11,Dinsdag,"9,298",,,20912,,,,1072.69,3145,6114.0
593,17-Aug-11,Woensdag,"8,327",,,18824,,,,1268.99,3588,5830.0
594,18-Aug-11,Donderdag,"8,709",,,19254,,,,1443.28,3828,5926.0
595,19-Aug-11,Vrijdag,"6,915",,,15400,,,,1391.4,3708,6308.0
596,20-Aug-11,Zaterdag,"3,405",,,9490,,,,991.06,2392,
597,21-Aug-11,Zondag,"6,277",,,14529,,,,1287.11,3374,4226.0
598,22-Aug-11,Maandag,"9,685",,,26491,,,,1518.18,4487,6636.0
599,23-Aug-11,Dinsdag,"8,964",,,21114,,,,1590.87,4837,5998.0
600,24-Aug-11,Woensdag,"9,783",,,21709,,,,1629.68,5034,6733.0
601,25-Aug-11,Donderdag,"10,486",,,24326,,,,1480.23,4541,6454.0
602,26-Aug-11,Vrijdag,"9,855",,,22382,,,,1477.87,4677,7910.0
603,27-Aug-11,Zaterdag,"5,192",,,13178,,,,1140.32,3244,
604,28-Aug-11,Zondag,"8,240",,,17102,,,,1363.33,4262,5046.0
605,29-Aug-11,Maandag,"10,111",,,21529,,,,1615.04,5349,6335.0
606,30-Aug-11,Dinsdag,"9,645",,,19978,,,,1560.5,5319,6652.0
607,31-Aug-11,Woensdag,"9,734",,,19520,,,,1603.1,5541,6656.0
608,1-Sep-11,Donderdag,"7,938",,,18306,,,,1437.57,4716,5921.0
609,2-Sep-11,Vrijdag,"6,365",,,14426,,,,1295.38,3966,6274.0
610,3-Sep-11,Zaterdag,"3,285",,,8600,,,,1022.72,2563,
611,4-Sep-11,Zondag,"6,808",,,15540,,,,1372.54,4152,4653.0
612,5-Sep-11,Maandag,"8,630",,,18516,,,,1561.17,5034,5849.0
613,6-Sep-11,Dinsdag,"8,228",,,18738,,,,1594.59,5111,5866.0
614,7-Sep-11,Woensdag,"8,303",,,18409,,,,1519.74,5019,6544.0
615,8-Sep-11,Donderdag,"8,761",,,19195,,,,1424.59,4709,6388.0
616,9-Sep-11,Vrijdag,"6,637",,,14999,,,,1324.86,4206,7041.0
617,10-Sep-11,Zaterdag,"3,234",,,9096,,,,964.53,2601,
618,11-Sep-11,Zondag,"6,518",,,14498,,,,1322.71,4110,4206.0
619,12-Sep-11,Maandag,"11,300",,,26363,,,,1487.86,4987,6954.0
620,13-Sep-11,Dinsdag,"9,926",,,21654,,,,1431.83,4911,6430.0
621,14-Sep-11,Woensdag,"8,903",,,19203,,,,1422.45,4804,7353.0
622,15-Sep-11,Donderdag,"7,682",,,16164,,,,1306.67,4317,5370.0
623,16-Sep-11,Vrijdag,"6,638",,,13922,,,,1182.26,3784,6555.0
624,17-Sep-11,Zaterdag,"4,004",,,10457,,,,1038.87,3024,
625,18-Sep-11,Zondag,"6,992",,,14895,,,,1317.31,4149,5181.0
626,19-Sep-11,Maandag,"9,024",,,20351,,,,1476.84,5455,5851.0
627,20-Sep-11,Dinsdag,"9,949",,,24515,,,,1409.37,5368,5654.0
628,21-Sep-11,Woensdag,"9,924",,,23408,,,,1375.38,5128,6580.0
629,22-Sep-11,Donderdag,"8,140",,,18980,,,,1309.1,4714,5485.0
630,23-Sep-11,Vrijdag,"6,976",,,15871,,,,1178.23,4285,7361.0
631,24-Sep-11,Zaterdag,"3,701",,,9906,,,,970.61,2878,
632,25-Sep-11,Zondag,"6,008",,,13382,,,,1111.77,3801,3864.0
633,26-Sep-11,Maandag,"9,348",,,20190,,,,1448.65,5686,6104.0
634,27-Sep-11,Dinsdag,"9,127",,,19824,,,,1422.51,5608,6109.0
635,28-Sep-11,Woensdag,"8,638",,,18261,,,,1373.82,5249,5829.0
636,29-Sep-11,Donderdag,"8,073",,,17449,,,,1296.3,4939,5700.0
637,30-Sep-11,Vrijdag,"6,994",,,14884,,,,1171.17,4208,7011.0
638,1-Oct-11,Zaterdag,"3,572",,,10371,,,,989.34,3144,
639,2-Oct-11,Zondag,"6,378",,,14269,,,,1200.64,4298,3983.0
640,3-Oct-11,Maandag,"9,547",,,20006,,,,1501.18,5780,6896.0
641,4-Oct-11,Dinsdag,"8,497",,,19227,,,,1510.32,5744,6033.0
642,5-Oct-11,Woensdag,"10,899",,,24586,,,,1479.34,5610,7507.0
643,6-Oct-11,Donderdag,"10,552",,,25714,,,,1341.53,4994,7167.0
644,7-Oct-11,Vrijdag,"8,059",,,18480,,,,1223.65,4306,7505.0
645,8-Oct-11,Zaterdag,"4,836",,,13309,,,,1075.88,3271,
646,9-Oct-11,Zondag,"7,942",,,17889,,,,1321.56,4506,5592.0
647,10-Oct-11,Maandag,"9,551",,,20487,,,,1430.5,5151,6599.0
648,11-Oct-11,Dinsdag,"9,326",,,20615,,,,1426.76,5350,6558.0
649,12-Oct-11,Woensdag,"9,841",,,23958,,,,1333.19,5296,6872.0
650,13-Oct-11,Donderdag,"7,491",,,17785,,,,1247.8,4483,5156.0
651,14-Oct-11,Vrijdag,"6,325",,,14254,,,,1079.02,3855,6563.0
652,15-Oct-11,Zaterdag,"3,641",,,10177,,,,961.68,2818,
653,16-Oct-11,Zondag,"5,742",,,13395,,,,1098.94,3740,3659.0
654,17-Oct-11,Maandag,"8,545",,,19789,,,,1333.67,5098,6186.0
655,18-Oct-11,Dinsdag,"8,235",,,18400,,,,1394.93,5138,5748.0
656,19-Oct-11,Woensdag,"12,539",,,27082,,,,1263.84,4916,8247.0
657,20-Oct-11,Donderdag,"9,290",,,19549,,,,1229.79,4399,7385.0
658,21-Oct-11,Vrijdag,"7,521",,,15594,,,,1111.63,3810,7053.0
659,22-Oct-11,Zaterdag,"3,883",,,10719,,,,990.99,2964,
660,23-Oct-11,Zondag,"5,886",,,13948,,,,1226.41,3944,3776.0
661,24-Oct-11,Maandag,"9,224",,,22777,,,,1419.09,5410,6159.0
662,25-Oct-11,Dinsdag,"8,927",,,20951,,,,1517.08,5545,6235.0
663,26-Oct-11,Woensdag,"9,094",,,21799,,,,1518.96,5775,6693.0
664,27-Oct-11,Donderdag,"8,073",,,19067,,,,1512.35,5268,6289.0
665,28-Oct-11,Vrijdag,"6,587",,,15982,,,,1318.52,4543,6395.0
666,29-Oct-11,Zaterdag,"4,269",,,12055,,,,1117.27,3456,
667,30-Oct-11,Zondag,"7,639",,,17864,,,,1460.47,5231,4796.0
668,31-Oct-11,Maandag,"9,336",,,22152,,,,1636.21,6332,6647.0
669,1-Nov-11,Dinsdag,"10,040",,,29215,,,,1596.09,5932,6893.0
670,2-Nov-11,Woensdag,"9,448",,,21872,,,,1686.96,6222,6505.0
671,3-Nov-11,Donderdag,"8,805",,,20703,,,,1606.53,5964,6773.0
672,4-Nov-11,Vrijdag,"7,600",,,17447,,,,1409.56,5058,6999.0
673,5-Nov-11,Zaterdag,"4,418",,,13016,,,,1231.03,3862,
674,6-Nov-11,Zondag,"7,817",,,17536,,,,1463.58,5297,5137.0
675,7-Nov-11,Maandag,"9,600",,,22518,,,,1671.76,6957,6465.0
676,8-Nov-11,Dinsdag,"9,215",,,22477,,,,1528.3,6611,478.0
677,9-Nov-11,Woensdag,"9,180",,,22088,,,,1609.91,6713,36.0
